数据时间,1#炉膛上部温度,1#炉膛中部温度,2#炉膛上部温度,2#炉膛中部温度,3#炉膛上部温度,3#炉膛中部温度,1#炉炉膛负压,2#炉膛负压,3#炉膛压力,1#炉一次风机速度反馈,1#炉一次风机已运行,2#炉一次风机速度反馈,2#炉一次风机已运行,3#炉一次风机速度反馈,3#炉一次风机已运行,1#炉二次风机速度反馈,1#炉二次风机已运行,2#炉二次风机速度反馈,2#炉二次风机已运行,3#炉二次风机速度反馈,3#炉二次风机已运行,1#炉引风机速度反馈,1#炉引风机已运行,2#炉引风机速度反馈,2#炉引风机已运行,3#炉引风机速度反馈,3#SNCRz除盐水流量,3#SNC尿素溶液流量,1#炉雾化石灰浆流量,2#炉雾化石灰浆流量,3#炉雾化石灰浆流量,1#炉SNCR炉膛出口温度,2#炉SNCR炉膛出口温度,3#炉SNCR炉膛出口温度,1#炉布袋除尘器压差,1#炉布袋除尘器入口温度,2#炉布袋除尘器压差,2#炉布袋除尘器入口温度,3#炉布袋除尘器压差,3#炉布袋除尘器入口温度,1#炉烟气温度,1#炉烟气压力,1#炉烟气流量,1#炉烟气湿度,1#炉烟气O2,1#炉烟气KLW（折算）,1#炉烟气SO2（折算）,1#炉烟气NOX（折算）,1#炉烟气CO（折算）,1#炉烟气HCL（折算）,2#炉烟气温度,2#炉烟气压力,2#炉烟气流量,2#炉烟气湿度,2#炉烟气O2,2#炉烟气KLW（折算）,2#炉烟气SO2（折算）,2#炉烟气NOX（折算）,2#炉烟气CO（折算）,2#炉烟气HCL（折算）,3#炉烟气温度,3#炉烟气压力,3#炉烟气流速,3#炉烟气湿度,3#炉烟气O2,3#炉烟气粉尘（折算）,3#炉烟气SO2（折算）,3#炉烟气NOX（折算）,3#炉烟气CO（折算）,3#炉烟气HCL（折算）
2025-05-23 10:06:00,380.45,1026.55,1023.88,1064.77,925.27,882.83,-117.45,-100.80,-8.50,29.43,1.00,19.91,1.00,49.54,1.00,4.66,1.00,27.63,1.00,39.50,1.00,25.41,1.00,21.15,1.00,41.42,0.00,29.37,859.00,6.00,7.00,372.64,385.45,847.44,-2036.45,127.64,-2130.95,190.63,2710.12,176.54,110.04,13.00,11.42,11.32,19.79,7.53,68.54,25.86,92.95,0.25,173.05,-123.00,22.19,10.85,11.03,4.02,31.66,158.03,4.91,4.33,157.71,0.00,17.57,16.08,12.95,5.93,74.64,94.70,4.16,1.21
2025-05-23 10:08:00,386.29,1023.23,1020.37,1062.75,925.79,877.69,-111.55,-99.40,-149.65,29.44,1.00,19.97,1.00,49.55,1.00,4.66,1.00,27.63,1.00,36.99,1.00,25.42,1.00,21.15,1.00,40.63,0.00,29.47,852.00,0.00,2.00,378.62,404.95,849.06,-2055.10,126.63,-2060.55,190.82,2396.40,175.61,109.80,-12.00,11.20,11.32,19.23,7.38,50.26,85.72,92.95,0.25,173.28,-154.00,22.81,11.10,10.64,3.98,31.44,114.20,15.27,4.28,157.89,0.00,18.16,16.36,12.91,6.25,20.97,96.05,1.97,1.22
2025-05-23 10:10:00,391.37,1017.45,1025.05,1065.29,926.32,873.73,-123.95,-108.30,-98.60,29.44,1.00,19.92,1.00,49.55,1.00,4.67,1.00,27.63,1.00,37.04,1.00,25.44,1.00,21.15,1.00,38.95,0.00,29.60,858.00,11.00,0.00,382.65,410.28,838.20,-2032.30,125.85,-2130.65,190.93,2430.65,174.78,109.57,-10.00,11.37,11.32,19.47,7.42,60.42,62.62,92.95,0.26,173.40,-139.00,20.15,10.44,10.95,3.84,30.97,142.65,4.81,4.31,157.31,2.50,20.76,16.67,12.43,5.75,8.17,101.17,1.04,1.58
2025-05-23 10:12:00,394.23,1017.18,1019.53,1062.30,927.22,871.85,-119.75,-105.40,-126.45,29.44,1.00,19.91,1.00,49.57,1.00,4.67,1.00,27.63,1.00,34.53,1.00,25.43,1.00,21.15,1.00,39.42,0.00,29.67,861.00,0.00,2.00,384.54,403.52,835.08,-2032.80,125.13,-2052.30,190.82,2634.82,174.24,109.46,-2.00,10.80,11.32,19.46,7.41,60.42,68.66,92.95,0.25,173.40,-96.00,22.10,9.94,11.14,3.82,22.98,152.34,3.95,4.35,157.27,0.00,16.94,15.82,12.79,5.74,2.61,105.74,0.60,1.15
2025-05-23 10:14:00,397.02,1039.42,1045.53,1072.50,927.88,881.08,-121.65,-101.15,-12.25,29.46,1.00,19.87,1.00,49.56,1.00,4.67,1.00,27.63,1.00,25.69,1.00,25.42,1.00,21.15,1.00,41.67,0.00,29.89,855.00,1.00,2.00,384.41,396.82,807.30,-2034.20,124.04,-2121.40,191.16,2810.12,173.14,109.23,-3.00,11.48,11.32,19.72,7.48,51.26,21.27,92.95,0.25,173.33,-125.00,22.95,10.26,10.87,3.85,48.67,164.43,3.91,4.34,157.78,1.25,18.56,14.99,13.96,6.87,10.04,69.71,7.77,2.04
2025-05-23 10:16:00,395.33,1044.74,1056.12,1079.71,933.53,897.46,-136.10,-91.95,-41.90,24.42,1.00,19.98,1.00,49.55,1.00,4.67,1.00,27.63,1.00,25.69,1.00,25.43,1.00,21.15,1.00,41.66,0.00,30.27,853.00,2.00,7.00,381.48,380.12,804.36,-2018.30,123.62,-2141.20,191.16,2295.27,171.27,109.01,-18.00,11.34,11.32,19.99,7.36,48.24,25.86,92.95,0.25,173.40,-145.00,22.29,12.85,10.91,4.16,69.64,160.68,3.85,4.32,157.67,0.00,18.42,14.77,13.93,6.82,67.17,49.54,12.52,0.90
2025-05-23 10:18:00,393.57,1046.30,1054.30,1076.72,931.65,919.95,-138.05,-81.75,-77.25,24.44,1.00,19.91,1.00,49.55,1.00,4.67,1.00,27.63,1.00,25.69,1.00,25.45,1.00,21.15,1.00,35.49,0.00,30.60,845.00,1.00,0.00,379.28,374.79,808.92,-2022.85,122.82,-2127.10,191.43,2101.62,168.35,108.78,-3.00,11.14,11.32,20.11,7.43,39.17,22.95,92.95,0.25,173.52,-122.00,22.58,12.80,11.04,3.61,65.24,196.68,3.88,4.33,156.06,0.00,14.58,17.37,12.27,5.60,54.50,83.00,2.99,1.00
2025-05-23 10:20:00,391.89,1037.85,1043.25,1077.57,931.58,934.05,-139.25,-91.25,-60.30,24.42,1.00,19.78,1.00,49.56,1.00,4.68,1.00,27.63,1.00,25.68,1.00,25.43,1.00,21.15,1.00,35.47,0.00,30.47,851.00,4.00,4.00,375.77,369.07,808.14,-2031.95,122.60,-2103.60,191.43,2103.50,167.56,108.54,-4.00,11.11,11.32,20.13,7.39,39.17,22.95,92.95,0.25,173.75,-123.00,23.59,12.72,10.95,4.10,74.10,162.63,3.83,4.31,155.61,0.00,16.78,17.82,11.11,4.92,67.52,48.45,36.66,0.80
2025-05-23 10:22:00,389.29,1048.97,1053.13,1079.39,937.82,936.52,-140.00,-87.30,-37.70,24.44,1.00,19.70,1.00,49.55,1.00,4.68,1.00,27.63,1.00,34.51,1.00,25.43,1.00,21.15,1.00,36.95,0.00,30.25,850.00,6.00,1.00,374.53,368.55,833.46,-2062.15,122.00,-2138.75,191.55,2273.50,166.61,108.32,3.00,11.87,11.32,20.12,7.43,39.17,22.91,92.95,0.25,173.62,-107.00,23.04,12.34,11.07,3.93,72.69,178.07,4.08,4.40,155.31,0.00,12.18,17.43,11.32,4.76,28.94,63.03,16.68,1.19
2025-05-23 10:24:00,388.38,1044.48,1045.27,1083.88,940.03,925.08,-99.45,-86.80,-53.35,24.42,1.00,19.85,1.00,49.55,1.00,4.67,1.00,27.63,1.00,34.52,1.00,25.44,1.00,21.15,1.00,36.95,0.00,30.48,865.00,0.00,0.00,371.80,368.88,844.38,-1860.35,121.88,-2200.95,191.65,2263.93,167.22,107.97,-8.00,11.25,11.32,20.14,7.53,34.18,19.74,92.95,0.25,173.87,-131.00,21.38,12.34,10.95,3.84,86.74,182.21,3.87,4.32,155.10,0.00,20.24,16.44,11.87,5.52,10.92,110.29,0.94,0.83
2025-05-23 10:26:00,387.33,1036.62,1039.03,1072.05,937.76,897.00,-19.65,-91.05,-30.15,24.43,1.00,19.88,1.00,49.55,1.00,4.68,1.00,27.63,1.00,32.04,1.00,25.44,1.00,21.15,1.00,36.98,0.00,30.27,846.00,0.00,8.00,372.12,370.04,863.82,-2040.15,122.10,-2245.65,191.77,2257.30,167.42,107.86,-3.00,10.36,11.32,20.23,9.28,35.17,16.83,92.95,0.25,173.97,-130.00,25.32,12.24,11.05,4.04,75.99,213.95,3.98,4.36,154.69,2.50,18.79,16.41,12.33,5.58,1.93,114.42,0.55,1.26
2025-05-23 10:28:00,383.83,1038.24,1034.86,1075.75,935.35,884.13,-96.20,-82.70,-85.15,24.39,1.00,19.97,1.00,49.56,1.00,4.67,1.00,27.63,1.00,29.55,1.00,25.44,1.00,21.15,1.00,36.45,0.00,30.29,855.00,8.00,5.00,368.23,357.50,841.68,-2045.60,122.47,-2218.60,191.88,2258.95,166.39,107.52,-1.00,11.04,11.32,20.08,8.48,36.14,19.74,92.95,0.25,174.21,-153.00,18.55,12.29,10.93,3.99,81.85,190.03,3.87,4.32,154.22,2.50,14.35,16.70,12.45,5.48,0.37,115.48,0.44,1.32
2025-05-23 10:30:00,383.83,1038.24,1034.86,1075.75,935.35,884.13,-129.95,-73.10,-85.15,24.40,1.00,19.94,1.00,49.56,1.00,4.67,1.00,27.63,1.00,29.55,1.00,25.44,1.00,21.15,1.00,36.45,0.00,30.29,855.00,8.00,5.00,365.24,354.18,841.68,-2037.05,122.47,-2227.85,191.88,2128.25,166.39,107.28,21.00,11.84,11.32,20.26,7.74,35.17,12.20,92.95,0.25,174.43,-123.00,23.56,12.25,10.67,3.83,91.82,185.61,4.73,4.28,154.22,0.00,17.62,16.44,12.36,5.44,0.44,114.59,0.64,1.55
2025-05-23 10:32:00,378.30,1039.94,1042.86,1069.64,940.68,899.86,-124.10,-69.50,-91.50,24.41,1.00,19.91,1.00,49.56,1.00,4.66,1.00,27.63,1.00,29.55,1.00,25.41,1.00,21.15,1.00,35.48,0.00,30.26,878.00,0.00,0.00,363.16,349.63,836.16,-2036.60,121.38,-2177.00,192.08,2131.45,165.60,107.18,13.00,11.46,11.32,20.18,7.56,38.17,12.20,92.95,0.25,174.43,-130.00,23.62,11.73,11.31,3.96,83.48,217.41,3.90,4.33,153.17,0.00,17.11,16.55,12.41,6.00,8.60,95.72,1.92,1.33
2025-05-23 10:34:00,375.57,1026.09,1028.43,1067.43,941.40,901.03,-63.95,-87.40,-10.65,24.39,1.00,19.97,1.00,49.55,1.00,4.67,1.00,27.63,1.00,29.55,1.00,25.44,1.00,21.15,1.00,34.26,0.00,30.29,862.00,0.00,0.00,360.68,343.79,828.90,-2043.50,121.28,-2213.65,192.27,2133.82,165.15,106.93,-18.00,11.01,11.32,20.38,7.89,39.17,9.03,92.95,0.25,174.66,-129.00,24.67,11.27,11.80,4.04,69.61,276.29,4.14,4.42,152.76,0.00,19.90,16.26,12.86,5.55,42.70,105.00,1.35,2.98
2025-05-23 10:36:00,371.86,1015.49,1020.89,1047.41,940.16,897.65,-63.65,-107.95,-51.45,21.85,1.00,19.95,1.00,49.53,1.00,4.67,1.00,27.63,1.00,29.55,1.00,21.26,1.00,21.15,1.00,34.26,0.00,30.48,857.00,5.00,6.00,357.89,340.40,816.24,-1970.30,121.38,-2230.40,192.27,2047.83,164.43,106.60,21.00,10.09,11.32,20.31,8.20,38.17,3.02,92.95,0.25,174.78,-137.00,22.98,10.84,12.26,4.31,60.87,235.39,4.35,4.49,152.14,0.00,18.89,16.66,12.52,5.25,45.86,88.01,3.17,0.76
2025-05-23 10:38:00,371.35,1017.25,1020.96,1050.46,941.20,901.42,-61.75,-82.35,-62.90,21.85,1.00,19.58,1.00,49.56,1.00,4.67,1.00,27.63,1.00,29.56,1.00,20.72,1.00,21.15,1.00,34.24,0.00,30.46,150.00,12.00,0.00,354.83,333.06,809.46,-1924.40,121.28,-2206.75,192.39,2055.70,164.34,105.79,25.00,9.95,11.32,20.31,7.38,33.05,9.03,92.95,0.25,175.12,-134.00,23.86,10.64,11.78,4.29,66.38,220.07,3.17,4.46,152.10,0.00,16.18,16.89,11.99,5.51,52.47,82.01,3.13,1.17
2025-05-23 10:40:00,366.60,1025.18,1023.81,1060.86,940.22,900.32,-59.35,-80.20,-9.80,21.87,1.00,19.53,1.00,49.54,1.00,4.69,1.00,27.63,1.00,32.05,1.00,20.73,1.00,21.15,1.00,34.26,0.00,30.27,3.00,6.00,0.00,353.47,329.94,830.10,-1931.50,120.87,-2180.70,192.39,2092.15,168.48,105.45,24.00,10.47,11.32,20.31,7.24,34.18,3.02,92.95,0.25,174.87,-132.00,19.72,10.29,11.75,4.09,76.95,178.90,4.03,4.38,151.69,0.00,18.82,16.11,12.21,5.50,66.77,76.49,5.13,2.70
2025-05-23 10:42:00,362.18,1024.33,1022.45,1063.01,937.37,882.57,-58.60,-90.15,-3.10,21.87,1.00,19.50,1.00,49.55,1.00,4.69,1.00,27.63,1.00,32.04,1.00,20.74,1.00,21.15,1.00,34.49,0.00,30.48,0.00,5.00,5.00,346.90,318.96,837.06,-1931.25,120.48,-2154.75,192.39,2100.00,172.51,104.43,9.00,9.93,11.32,20.47,7.27,30.04,0.04,92.95,0.25,174.76,-125.00,20.28,10.30,11.08,3.76,80.67,175.66,3.96,4.35,151.61,0.00,16.83,16.19,12.49,5.78,54.97,93.76,1.22,0.70
2025-05-23 10:44:00,359.45,1032.33,1026.87,1070.74,935.15,868.60,-58.15,-75.25,-33.40,21.88,1.00,19.49,1.00,49.54,1.00,4.68,1.00,27.63,1.00,32.06,1.00,20.73,1.00,21.15,1.00,34.49,0.00,30.27,0.00,5.00,2.00,342.10,314.47,832.26,-1933.70,120.36,-2167.55,192.18,2088.60,173.95,103.96,17.00,10.40,11.32,20.49,7.42,29.05,0.04,92.95,0.25,174.31,-117.00,22.63,10.50,10.95,3.79,84.03,157.62,3.93,4.34,151.63,0.00,17.40,16.25,12.33,5.75,31.57,94.77,1.19,2.83
2025-05-23 10:46:00,355.48,1028.04,1015.62,1068.08,938.60,887.32,-58.90,-87.40,-82.90,21.87,1.00,19.55,1.00,49.54,1.00,4.68,1.00,27.63,1.00,29.11,1.00,20.72,1.00,21.15,1.00,38.22,0.00,30.27,10.00,0.00,4.00,338.78,313.76,808.38,-1928.90,120.03,-2218.10,192.08,2965.98,175.27,103.74,9.00,10.11,11.32,20.43,7.19,28.06,0.04,92.95,0.25,174.87,-132.00,22.20,10.35,10.77,3.58,94.99,148.19,4.79,4.30,152.25,0.00,17.58,16.29,12.44,5.87,6.02,111.88,0.16,1.77
2025-05-23 10:48:00,353.60,1027.00,1014.52,1070.55,940.88,897.32,-57.20,-80.25,-63.05,21.88,1.00,19.52,1.00,49.55,1.00,4.68,1.00,27.63,1.00,29.56,1.00,20.72,1.00,21.15,1.00,36.97,0.00,30.44,4.00,0.00,2.00,336.38,312.65,800.34,-1933.45,119.85,-2294.55,192.08,2026.58,175.86,103.51,9.00,10.04,11.32,20.36,7.37,29.05,9.03,92.95,0.25,174.66,-154.00,22.61,10.24,11.03,3.59,35.45,151.17,3.88,4.33,152.10,2.50,18.90,15.93,12.25,5.71,16.04,81.93,11.63,1.11
2025-05-23 10:50:00,351.06,1039.80,1035.26,1077.24,941.59,905.58,-59.70,-77.60,-77.60,21.86,1.00,19.49,1.00,49.55,1.00,4.68,1.00,27.63,1.00,29.57,1.00,20.72,1.00,21.15,1.00,34.49,0.00,30.37,0.00,3.00,0.00,332.93,310.18,809.34,-1935.65,119.64,-2268.95,192.08,2092.75,176.74,103.17,24.00,10.20,11.32,20.41,7.36,28.04,4.44,92.95,0.25,175.01,-138.00,22.08,9.39,10.85,3.50,37.12,170.75,4.72,4.28,152.23,0.00,14.09,16.31,12.79,6.15,44.50,93.43,2.82,1.60
2025-05-23 10:52:00,348.33,1045.53,1050.07,1083.16,938.08,895.96,-59.50,-116.00,-60.85,21.88,1.00,19.86,1.00,49.54,1.00,4.69,1.00,27.63,1.00,29.55,1.00,20.73,1.00,21.15,1.00,32.02,0.00,30.28,0.00,6.00,4.00,329.68,307.90,830.64,-1937.45,119.53,-2617.15,192.27,1616.17,177.48,102.93,0.00,10.05,11.32,20.44,7.39,28.04,4.44,92.95,0.25,175.35,-184.00,22.70,9.34,10.29,3.41,44.96,147.87,5.59,4.26,152.08,0.00,18.75,16.34,11.84,5.54,45.70,85.68,2.08,1.43
2025-05-23 10:54:00,345.54,1028.30,1029.02,1072.11,934.38,886.73,-56.70,-132.70,-55.30,21.87,1.00,19.46,1.00,49.55,1.00,4.68,1.00,27.63,1.00,28.30,1.00,20.72,1.00,21.15,1.00,32.03,0.00,30.28,2.00,7.00,0.00,326.56,305.11,833.70,-1940.05,119.36,-2729.70,192.62,1607.25,178.09,102.58,1.00,10.47,11.32,20.47,7.17,26.04,4.44,92.95,0.25,176.16,-130.00,22.95,8.95,11.19,3.69,40.21,175.77,11.74,4.32,152.32,0.00,17.10,16.51,12.53,5.91,52.28,95.76,0.84,1.16
2025-05-23 10:56:00,343.39,1022.12,1022.90,1069.38,932.42,891.15,-58.50,-141.85,-47.35,21.86,1.00,19.80,1.00,49.56,1.00,4.69,1.00,27.63,1.00,28.32,1.00,20.71,1.00,21.15,1.00,32.04,0.00,30.47,0.00,2.00,3.00,323.96,302.25,831.00,-1938.55,119.13,-2688.00,193.02,1638.07,178.20,102.36,31.00,9.82,11.32,20.49,7.20,27.04,4.48,92.95,0.25,177.08,-114.00,24.50,7.86,11.45,3.97,27.12,194.12,4.12,4.41,152.48,0.00,17.15,16.81,12.23,5.66,45.95,81.29,2.48,1.30
2025-05-23 10:58:00,341.25,1029.73,1021.80,1069.51,935.67,909.54,-59.45,-96.55,-37.65,21.87,1.00,19.51,1.00,49.54,1.00,4.68,1.00,27.63,1.00,28.31,1.00,20.74,1.00,21.15,1.00,32.01,0.00,30.39,10.00,0.00,7.00,321.82,300.82,817.98,-1939.40,118.94,-2521.25,193.63,1646.10,178.40,102.25,17.00,9.89,11.32,20.50,7.19,29.05,3.02,92.95,0.25,176.85,-130.00,25.16,8.86,11.68,4.10,19.87,183.85,4.14,4.42,152.66,0.00,15.97,16.57,12.14,5.62,50.89,87.52,1.57,1.36
2025-05-23 11:00:00,339.82,1043.12,1035.19,1080.17,932.36,898.69,-59.60,-88.30,-29.05,21.87,1.00,19.83,1.00,49.55,1.00,4.68,1.00,27.63,1.00,28.31,1.00,20.75,1.00,21.15,1.00,32.02,0.00,30.29,4.00,7.00,5.00,317.92,297.83,831.00,-1939.90,118.86,-2534.50,193.93,1691.33,178.40,101.91,18.00,9.78,11.32,20.51,7.22,29.05,3.02,92.95,0.25,177.42,-145.00,25.57,10.79,10.81,3.79,69.83,161.75,4.80,4.30,152.85,2.50,19.34,16.36,12.17,5.50,64.85,77.33,3.60,1.58
2025-05-23 11:02:00,337.61,1048.12,1041.62,1084.20,930.87,895.51,-58.85,-63.45,-61.45,21.87,1.00,19.48,1.00,49.54,1.00,4.68,1.00,27.63,1.00,29.54,1.00,20.73,1.00,21.15,1.00,32.01,0.00,30.37,3.00,7.00,0.00,316.88,297.70,839.16,-1938.85,118.64,-2855.80,194.67,1679.07,178.49,101.79,16.00,9.89,11.32,20.52,7.18,27.04,3.02,92.95,0.25,177.32,-123.00,24.47,10.99,10.85,4.20,75.48,179.29,4.91,4.33,153.04,0.00,17.95,16.75,12.05,5.18,55.85,74.09,2.80,3.60
2025-05-23 11:04:00,335.92,1029.73,1026.67,1071.66,926.32,871.52,-60.45,-59.05,-61.85,21.87,1.00,19.45,1.00,49.55,1.00,4.68,1.00,27.63,1.00,29.55,1.00,20.74,1.00,21.15,1.00,32.01,0.00,30.17,0.00,3.00,3.00,313.95,297.38,847.44,-1942.25,118.44,-2558.85,195.20,1698.33,178.49,101.57,9.00,10.46,11.32,20.50,7.22,27.02,4.48,92.95,0.25,175.47,-175.00,25.25,10.35,11.29,4.16,64.77,167.34,3.98,4.36,153.13,0.00,16.98,16.02,12.74,5.97,47.53,120.14,0.29,2.14
2025-05-23 11:06:00,334.94,1031.03,1017.77,1069.25,923.65,867.55,-58.05,-83.85,-54.60,21.87,1.00,19.48,1.00,49.56,1.00,4.69,1.00,27.63,1.00,27.08,1.00,20.71,1.00,21.15,1.00,32.15,0.00,30.38,3.00,3.00,8.00,312.33,296.66,842.40,-1937.20,118.33,-2525.05,195.60,1687.77,178.49,101.34,1.00,10.35,11.32,20.48,7.14,28.06,5.89,92.95,0.25,176.05,-152.00,25.22,10.11,11.51,3.89,62.26,200.24,4.14,4.42,153.32,2.50,18.14,16.26,12.57,5.72,8.49,102.96,0.06,2.67
2025-05-23 11:08:00,332.41,1027.97,1013.15,1075.16,921.70,870.03,-57.95,-92.30,-62.70,21.87,1.00,19.45,1.00,49.56,1.00,4.68,1.00,27.63,1.00,23.33,1.00,20.73,1.00,21.15,1.00,31.90,0.00,30.39,7.00,3.00,2.00,310.89,296.01,802.50,-1934.00,118.03,-2553.25,196.34,1687.55,177.79,101.22,9.00,10.32,11.32,20.48,7.21,28.06,5.89,92.95,0.25,176.87,-160.00,26.10,9.99,11.98,4.40,62.64,206.23,4.17,4.43,153.47,0.00,19.45,15.82,12.81,6.07,5.21,107.74,0.07,1.97
2025-05-23 11:10:00,331.37,1024.01,1019.98,1070.42,929.50,910.78,-49.15,-175.20,-34.45,21.85,1.00,19.50,1.00,49.56,1.00,4.69,1.00,27.63,1.00,23.35,1.00,20.73,1.00,21.15,1.00,31.90,0.00,30.38,3.00,5.00,0.00,310.12,295.95,761.88,-1944.00,117.84,-2403.25,196.65,1662.32,177.35,101.00,9.00,10.33,11.32,20.47,7.28,27.02,9.03,92.95,0.25,177.79,-121.00,27.43,9.89,11.78,4.09,71.35,213.47,4.25,4.45,153.51,1.25,19.07,16.14,12.90,6.09,0.12,111.52,0.08,2.43
2025-05-23 11:12:00,331.24,1029.73,1016.79,1082.83,929.89,924.76,-77.20,-164.70,-42.85,21.86,1.00,19.47,1.00,49.58,1.00,4.70,1.00,27.63,1.00,23.35,1.00,20.74,1.00,21.15,1.00,31.91,0.00,30.36,5.00,0.00,3.00,309.79,303.81,767.64,-1922.05,117.72,-2316.15,196.95,1686.98,177.35,100.88,1.00,9.71,11.32,20.44,7.24,27.02,10.48,92.95,0.25,177.92,-128.00,26.90,9.39,11.92,4.28,77.62,165.66,4.30,4.47,153.60,0.00,18.09,16.61,11.89,5.50,25.97,54.34,19.41,2.68
2025-05-23 11:14:00,332.99,1046.11,1041.23,1086.67,933.33,952.18,-74.60,-99.45,-51.10,21.88,1.00,19.51,1.00,49.58,1.00,4.68,1.00,27.63,1.00,23.36,1.00,20.72,1.00,21.15,1.00,31.90,0.00,30.38,0.00,2.00,9.00,312.39,319.48,771.18,-1921.00,117.43,-1607.45,197.40,1671.75,177.86,100.51,16.00,10.23,11.32,20.17,7.24,31.03,22.91,92.95,0.25,178.01,-128.00,23.53,9.73,10.59,3.84,126.18,144.63,5.69,4.28,153.66,0.00,17.27,17.27,11.51,4.57,66.74,56.93,15.92,0.72
2025-05-23 11:16:00,333.90,1048.32,1036.94,1093.62,931.90,946.14,-57.30,-86.35,-33.95,21.87,1.00,19.46,1.00,49.57,1.00,4.68,1.00,27.63,1.00,29.57,1.00,20.73,1.00,21.15,1.00,34.40,0.00,30.45,3.00,7.00,7.00,315.32,326.89,792.00,-1934.90,117.32,-1648.60,197.47,1888.82,178.09,100.41,17.00,10.25,11.32,20.09,7.16,35.16,29.03,92.95,0.25,177.90,-106.00,23.80,9.03,11.06,3.91,101.37,149.01,4.91,4.33,153.81,0.00,17.82,17.00,11.25,4.78,100.00,37.66,281.19,1.00
2025-05-23 11:18:00,337.22,1050.79,1042.99,1090.57,930.15,903.57,-43.35,-82.25,-74.45,21.86,1.00,19.49,1.00,49.56,1.00,4.68,1.00,27.63,1.00,29.57,1.00,20.73,1.00,21.15,1.00,34.38,0.00,30.38,7.00,7.00,1.00,316.81,329.29,824.64,-1909.00,117.14,-1597.90,197.70,1908.57,179.32,100.29,17.00,10.29,11.32,20.09,7.23,33.05,25.86,92.95,0.25,177.68,-105.00,23.65,9.08,10.94,3.73,107.90,157.36,4.85,4.32,154.50,1.25,16.48,16.08,12.39,5.39,25.85,106.78,1.94,0.75
2025-05-23 11:20:00,338.45,1050.92,1041.49,1094.54,927.94,890.82,-72.35,-81.80,-58.55,21.86,1.00,19.46,1.00,49.57,1.00,4.68,1.00,27.63,1.00,28.33,1.00,20.74,1.00,21.15,1.00,34.38,0.00,30.37,5.00,4.00,3.00,319.15,331.24,836.94,-1923.75,116.91,-1631.80,197.70,1889.90,179.57,100.07,32.00,10.21,11.32,20.10,7.27,33.05,25.86,92.95,0.25,178.12,-166.00,22.40,9.00,10.80,3.66,100.73,148.03,3.84,4.31,154.65,1.25,18.29,16.14,12.42,5.93,5.64,120.64,0.21,1.08
2025-05-23 11:22:00,340.08,1042.86,1038.70,1083.35,927.61,911.95,-71.65,-75.35,-108.30,21.87,1.00,19.48,1.00,49.55,1.00,4.68,1.00,27.63,1.00,25.83,1.00,20.72,1.00,21.15,1.00,34.38,0.00,30.27,4.00,4.00,8.00,320.64,330.46,815.16,-1919.85,116.60,-1671.10,197.79,1901.70,179.80,99.94,1.00,10.36,11.32,20.14,7.30,31.03,21.27,92.95,0.25,178.24,-145.00,23.74,9.18,10.68,3.61,66.68,110.58,99.27,4.24,154.82,2.50,20.17,17.28,11.78,5.25,0.37,96.93,39.49,1.15
2025-05-23 11:24:00,341.25,1036.88,1028.82,1077.90,928.85,932.29,-74.30,-78.00,-109.15,21.87,1.00,19.40,1.00,49.56,1.00,4.69,1.00,27.63,1.00,34.53,1.00,20.74,1.00,21.15,1.00,36.86,0.00,30.38,5.00,2.00,3.00,321.88,327.40,800.94,-1922.30,116.31,-1686.00,197.70,2127.65,180.92,99.72,16.00,9.82,11.32,20.15,7.18,31.03,21.27,92.95,0.24,178.12,-121.00,23.21,9.00,10.62,3.65,58.20,125.01,9.33,4.26,155.55,0.00,13.98,16.87,11.36,4.87,17.13,49.98,285.27,1.19
2025-05-23 11:26:00,341.51,1040.59,1036.69,1078.03,934.77,932.88,-72.75,-63.25,-53.80,21.85,1.00,19.42,1.00,49.54,1.00,4.68,1.00,27.63,1.00,39.50,1.00,20.73,1.00,21.15,1.00,37.47,0.00,30.27,2.00,7.00,0.00,321.82,320.77,802.74,-1914.25,116.19,-1727.95,197.70,2216.15,182.38,99.49,17.00,10.02,11.32,20.15,7.22,31.03,21.27,92.95,0.24,178.57,-128.00,23.19,9.34,10.18,3.61,52.10,109.16,24.69,4.23,155.89,0.00,19.29,16.67,11.74,5.53,49.57,92.45,25.99,1.09
2025-05-23 11:28:00,341.05,1038.05,1031.22,1076.72,933.66,906.62,-72.60,-67.05,-19.80,21.87,1.00,19.44,1.00,49.55,1.00,4.70,1.00,27.63,1.00,39.52,1.00,20.73,1.00,21.15,1.00,37.48,0.00,30.27,4.00,5.00,4.00,321.36,316.23,835.14,-1918.35,115.92,-1750.40,197.79,2206.38,184.66,99.38,18.00,10.17,11.32,20.37,7.14,29.05,12.20,92.95,0.24,178.47,-145.00,24.00,9.27,10.17,3.56,55.43,96.12,32.79,4.22,156.71,6.25,22.02,16.15,11.98,5.37,57.58,132.81,5.78,1.76
