时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分,数据来源,数据日期
2024-12-09 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1209_process.xlsx,1209
2024-12-09 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1209_process.xlsx,1209
2024-12-10 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 00:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 00:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 02:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 02:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 02:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 03:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 04:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 05:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 05:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 06:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 06:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 07:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 07:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 08:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 09:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 09:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 10:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 11:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 12:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 14:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 14:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 15:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 17:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 19:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 20:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 20:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 21:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-10 23:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1210_process.xlsx,1210
2024-12-11 00:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 02:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 03:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 04:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 05:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 06:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 07:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 07:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 09:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 11:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 12:10:00,1,预警,焚烧炉出口氧含量偏低,预警,1211_process.xlsx,1211
2024-12-11 12:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 13:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 13:48:00,1,预警,焚烧炉出口氧含量偏低,预警,1211_process.xlsx,1211
2024-12-11 15:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 17:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 17:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 18:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 18:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 19:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 19:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 21:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 22:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 22:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 22:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 23:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-11 23:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1211_process.xlsx,1211
2024-12-12 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 00:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 01:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 01:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 02:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 02:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 03:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 04:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 04:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 04:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 05:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 05:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 05:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 06:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 06:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 08:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 09:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 10:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 11:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 12:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 12:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 12:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 15:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 16:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 17:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 17:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 17:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 18:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 19:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 20:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 22:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-12 23:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1212_process.xlsx,1212
2024-12-13 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 00:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 01:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 04:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 05:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 06:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 07:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 08:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 08:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 09:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 10:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 11:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 13:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 13:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 14:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 16:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 16:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 18:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 19:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 19:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 19:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 20:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 20:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 21:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 21:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 21:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 22:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 22:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 23:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-13 23:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1213_process.xlsx,1213
2024-12-14 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 00:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 00:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 02:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 03:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 03:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 04:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 04:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 05:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 05:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 06:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 08:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 10:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 11:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 11:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 13:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 13:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 15:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 15:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 15:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 18:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 19:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 20:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 20:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 21:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 22:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 23:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-14 23:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1214_process.xlsx,1214
2024-12-15 00:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 00:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 00:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 01:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 01:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 01:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 02:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 02:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 03:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 03:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 03:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 04:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 05:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 06:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 06:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 06:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 08:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 08:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 09:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 10:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 10:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 10:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 12:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 14:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 15:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 15:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 16:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 16:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 16:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 16:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 17:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 17:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 17:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 18:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 19:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 19:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 19:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 20:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 21:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 22:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 22:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-15 22:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1215_process.xlsx,1215
2024-12-16 00:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 01:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 01:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 03:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 03:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 04:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 05:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 05:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 06:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 07:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 08:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 08:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 09:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 09:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 10:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 10:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 10:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 12:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 12:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 12:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 13:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 14:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 14:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 15:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 15:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 16:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 16:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 16:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 16:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 17:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 17:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 17:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 18:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 18:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 18:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 19:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 19:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 19:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 20:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 21:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-16 23:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1216_process.xlsx,1216
2024-12-17 00:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 00:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 01:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 02:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 02:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 03:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 05:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 06:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 07:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 07:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 09:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
