数据时间,入炉垃圾量,系统时间年,系统时间月,系统时间日,系统时间小时,系统时间分钟,系统时间秒,推料器A位置,推料器B位置,一次风机频率反馈,一次风机电流反馈,A辅助燃烧器运行信号,B辅助燃烧器运行信号,上部烟气温度左,上部烟气温度中,上部烟气温度右,中部烟气温度左,中部烟气温度中,中部烟气温度右,下部烟气温度左,下部烟气温度中,下部烟气温度右,引风机变频器频率反馈,引风机入口调节风门位置反馈,消石灰累计,1#消石灰输送风机运行信号,备用消石灰输送风机运行信号,雾化器浆液流量,省煤器出口温度,反应塔温度,雾化器电流,减湿液PH值,湿法烧碱供应流量,湿法洗涤塔温度,SNCR分配柜氨水流量,SNCR-A氨水供应泵运行信号,SNCR-B氨水供应泵运行信号,NH3浓度,1#SCR氨水流量,SCR系统温度,SCR-A氨水供应泵运行信号,SCR-B氨水供应泵运行信号,活性炭称重累计,1#活性炭输送风机运行信号,备用活性炭输送风机运行信号,除尘器差压,除尘器灰斗温度,烟气温度,烟气压力,烟气含水量,烟气氧量,烟气烟尘,SO2浓度,NOX浓度,CO浓度,HCL浓度,烟气流速
2024-11-03 11:56:00,537555.75,2024.00,11.00,3.00,11.00,49.00,46.00,17.89,43.79,0.05,-4.11,0.00,0.00,18.46,18.83,19.29,18.55,18.92,18.46,18.27,19.01,18.46,10.15,98.66,285.37,0.00,0.00,0.00,21.57,30.16,-3.75,7.74,-0.28,22.28,-0.32,0.00,0.00,0.00,-0.56,19.46,0.00,0.00,229689.52,0.00,0.00,139.93,24.74,24.19,-0.07,0.46,19.23,0.62,0.00,6.84,0.95,0.49,4.68
2024-11-03 11:58:00,537555.75,2024.00,11.00,3.00,11.00,51.00,46.00,18.03,43.74,0.05,1.10,0.00,0.00,18.39,18.86,19.42,18.49,19.23,18.49,18.30,18.86,18.49,10.15,98.63,285.37,0.00,0.00,-0.01,21.59,30.20,-3.75,7.74,-0.24,22.31,-0.40,0.00,0.00,0.00,-0.52,19.46,0.00,0.00,229689.52,0.00,0.00,141.18,24.77,24.19,-0.09,0.46,19.24,0.68,0.02,6.35,1.23,0.41,4.45
2024-11-03 12:00:00,537555.75,2024.00,11.00,3.00,11.00,53.00,46.00,17.89,43.74,0.05,-4.17,0.00,0.00,18.39,18.86,19.42,18.58,19.14,18.49,18.39,18.67,18.49,10.16,98.60,285.37,0.00,0.00,-0.01,21.63,30.24,-3.75,7.74,-0.21,22.31,-0.44,0.00,0.00,0.00,-0.52,19.49,0.00,0.00,229689.52,0.00,0.00,142.92,24.77,24.38,-0.07,0.48,19.26,0.06,0.00,6.43,1.25,0.50,4.45
2024-11-03 12:02:00,537555.75,2024.00,11.00,3.00,11.00,55.00,27.00,17.97,43.79,0.05,-4.70,0.00,0.00,18.49,18.95,19.42,18.58,18.86,18.49,18.39,18.58,18.58,10.15,98.65,285.37,0.00,0.00,-0.01,21.64,30.24,-3.75,7.74,-0.21,22.35,-0.35,0.00,0.00,0.00,-0.56,19.49,0.00,0.00,229689.52,0.00,0.00,145.76,24.78,24.38,-0.07,0.49,19.29,0.06,0.00,4.72,1.44,0.63,4.47
2024-11-03 12:04:00,537555.75,2024.00,11.00,3.00,11.00,57.00,43.00,17.97,43.88,0.05,-3.66,0.00,0.00,18.70,19.08,19.54,18.70,19.17,18.61,18.61,19.08,18.70,10.15,98.58,285.37,0.00,0.00,0.00,21.66,30.29,-3.75,7.74,-0.21,22.36,-0.46,0.00,0.00,0.00,-0.52,19.49,0.00,0.00,229689.52,0.00,0.00,144.10,24.81,24.38,-0.07,0.48,19.27,0.50,0.00,5.53,1.38,0.54,4.47
2024-11-03 12:06:00,537555.75,2024.00,11.00,3.00,11.00,59.00,45.00,17.89,43.79,0.05,1.31,0.00,0.00,18.67,19.14,19.60,18.86,19.14,18.77,18.49,19.23,18.77,10.16,98.62,285.37,0.00,0.00,0.00,21.66,30.32,-3.75,7.74,-0.21,22.36,-0.38,0.00,0.00,0.01,-0.49,19.49,0.00,0.00,229689.52,0.00,0.00,143.06,24.85,24.38,-0.07,0.48,19.27,0.56,0.00,6.25,0.89,0.69,4.47
2024-11-03 12:08:00,537555.75,2024.00,11.00,3.00,12.00,1.00,46.00,17.89,43.79,0.05,-4.75,0.00,0.00,18.73,19.20,19.67,18.92,19.29,19.01,18.64,19.11,18.83,10.16,98.66,285.37,0.00,0.00,-0.01,21.70,30.34,-3.75,7.74,-0.32,22.38,-0.44,0.00,0.00,0.00,-0.56,19.49,0.00,0.00,229689.52,0.00,0.00,140.07,24.85,24.38,-0.07,0.47,19.32,0.71,0.00,5.36,1.34,0.67,4.30
2024-11-03 12:10:00,537555.75,2024.00,11.00,3.00,12.00,3.00,46.00,17.89,43.88,0.05,1.93,0.00,0.00,18.73,19.29,19.67,18.83,19.48,18.83,18.64,19.20,18.83,10.16,98.60,285.37,0.00,0.00,-0.01,21.72,30.37,-3.75,7.74,-0.18,22.40,-0.34,0.00,0.00,0.00,-0.56,19.50,0.00,0.00,229689.52,0.00,0.00,137.36,24.86,24.38,-0.09,0.48,19.34,0.19,0.00,6.00,1.20,0.66,4.32
2024-11-03 12:12:00,537555.75,2024.00,11.00,3.00,12.00,5.00,47.00,17.97,43.79,0.05,-0.93,0.00,0.00,18.80,19.26,19.64,18.89,19.36,18.80,18.61,19.36,18.80,10.16,98.65,285.37,0.00,0.00,0.00,21.74,30.39,-3.75,7.74,-0.18,22.44,-0.31,0.00,0.00,0.00,-0.49,19.50,0.00,0.00,229689.52,0.00,0.00,151.88,24.86,24.38,-0.08,0.48,19.28,0.67,0.00,6.13,1.14,0.68,4.35
2024-11-03 12:14:00,537555.75,2024.00,11.00,3.00,12.00,7.00,47.00,17.97,43.74,0.05,-1.32,0.00,0.00,18.67,19.23,19.60,18.86,19.23,18.95,18.67,19.32,18.77,10.16,98.59,285.37,0.00,0.00,0.00,21.75,30.42,-3.75,7.74,-0.24,22.44,-0.34,0.00,0.00,0.00,-0.52,19.53,0.00,0.00,229689.52,0.00,0.00,142.22,24.88,24.38,-0.07,0.49,19.21,0.56,0.00,6.15,1.49,0.65,4.35
2024-11-03 12:16:00,537555.75,2024.00,11.00,3.00,12.00,9.00,46.00,17.89,43.79,0.06,2.19,0.00,0.00,18.89,19.17,19.73,18.89,19.17,18.98,18.70,19.36,18.98,10.15,98.62,285.37,0.00,0.00,-0.01,21.75,30.44,-3.75,7.74,-0.24,22.46,-0.38,0.00,0.00,0.00,-0.56,19.53,0.00,0.00,229689.52,0.00,0.00,140.56,24.92,24.38,-0.07,0.46,19.31,0.05,0.00,5.30,1.10,0.65,4.58
2024-11-03 12:18:00,537555.75,2024.00,11.00,3.00,12.00,11.00,46.00,17.89,43.79,0.06,-4.09,0.00,0.00,19.05,19.14,19.70,18.86,19.05,18.95,18.58,19.23,19.05,10.15,98.62,285.37,0.00,0.00,0.00,21.79,30.47,-3.75,7.74,-0.18,22.48,-0.38,0.00,0.00,0.00,-0.52,19.53,0.00,0.00,229689.52,0.00,0.00,141.32,24.92,24.38,-0.07,0.46,19.28,0.67,0.00,5.59,1.04,0.60,4.45
2024-11-03 12:20:00,537555.75,2024.00,11.00,3.00,12.00,13.00,31.00,17.89,43.79,0.06,-4.18,0.00,0.00,18.77,19.23,19.70,18.86,19.32,18.95,18.58,19.32,18.95,10.15,98.64,285.37,0.00,0.00,0.00,21.79,30.48,-3.75,7.74,-0.24,22.48,-0.43,0.00,0.00,0.00,-0.56,19.53,0.00,0.00,229689.52,0.00,0.00,156.88,24.94,24.38,-0.07,0.47,19.27,0.69,0.00,6.63,1.15,0.42,4.45
2024-11-03 12:22:00,537555.75,2024.00,11.00,3.00,12.00,15.00,38.00,17.89,43.74,0.05,0.66,0.00,0.00,18.86,19.23,19.70,18.86,19.70,18.95,18.67,18.86,18.95,10.16,98.58,285.37,0.00,0.00,-0.01,21.82,30.51,-3.75,7.74,-0.21,22.51,-0.40,0.00,0.00,0.00,-0.56,19.57,0.00,0.00,229689.52,0.00,0.00,146.39,24.96,24.56,-0.07,0.47,19.32,0.75,0.00,5.58,1.48,0.75,4.50
2024-11-03 12:24:00,537555.75,2024.00,11.00,3.00,12.00,17.00,42.00,17.97,43.74,0.06,2.02,0.00,0.00,18.86,19.23,19.70,18.86,19.23,18.95,18.67,19.23,19.05,10.15,98.60,285.37,0.00,0.00,-0.01,21.83,30.55,-3.75,7.74,-0.24,22.53,-0.46,0.00,0.00,0.00,-0.56,19.57,0.00,0.00,229689.52,0.00,0.00,148.12,24.96,24.56,-0.07,0.47,19.28,0.62,0.00,5.44,1.08,0.44,4.50
2024-11-03 12:26:00,537555.75,2024.00,11.00,3.00,12.00,19.00,45.00,17.89,43.79,0.06,-4.04,0.00,0.00,18.80,19.26,19.73,18.89,19.82,19.08,18.61,19.36,18.98,10.15,98.62,285.37,0.00,0.00,-0.01,21.83,30.56,-3.75,7.74,-0.21,22.55,-0.31,0.00,0.00,0.00,-0.46,19.57,0.00,0.00,229689.52,0.00,0.00,146.25,24.99,24.56,-0.07,0.47,19.29,0.62,0.00,6.18,1.25,0.54,4.48
2024-11-03 12:28:00,537555.75,2024.00,11.00,3.00,12.00,21.00,46.00,17.89,43.79,0.06,-0.31,0.00,0.00,19.08,19.26,19.73,18.89,19.73,19.08,18.70,19.08,19.08,10.15,98.64,285.37,0.00,0.00,0.00,21.87,30.59,-3.75,7.74,-0.18,22.55,-0.44,0.00,0.00,0.00,-0.52,19.57,0.00,0.00,229689.52,0.00,0.00,141.25,24.99,24.56,-0.07,0.48,19.36,0.94,0.00,5.51,1.21,0.67,4.47
2024-11-03 12:30:00,537555.75,2024.00,11.00,3.00,12.00,23.00,46.00,17.89,43.74,0.05,0.36,0.00,0.00,18.92,19.29,19.76,18.92,19.20,19.01,18.83,19.29,19.11,10.16,98.59,285.37,0.00,0.00,0.00,21.88,30.61,-3.75,7.74,-0.18,22.58,-0.43,0.00,0.00,0.00,-0.49,19.58,0.00,0.00,229689.52,0.00,0.00,142.29,25.01,24.56,-0.07,0.46,19.27,-0.06,0.00,5.77,1.59,0.54,4.47
2024-11-03 12:32:00,537555.75,2024.00,11.00,3.00,12.00,25.00,46.00,17.83,43.79,0.05,-0.17,0.00,0.00,18.77,19.42,19.79,18.95,19.70,19.05,18.86,19.51,19.05,10.15,98.67,285.37,0.00,0.00,-0.01,21.88,30.61,-3.75,7.74,-0.18,22.60,-0.34,0.00,0.00,0.00,-0.52,19.58,0.00,0.00,229689.52,0.00,0.00,139.72,25.04,24.56,-0.07,0.45,19.24,0.64,0.00,5.24,1.38,0.55,4.39
2024-11-03 12:34:00,537555.75,2024.00,11.00,3.00,12.00,27.00,46.00,17.97,43.79,0.05,-0.99,0.00,0.00,18.86,19.42,19.79,18.95,19.51,19.14,18.77,19.42,19.14,10.15,98.58,285.37,0.00,0.00,-0.01,21.91,30.64,-3.75,7.74,-0.18,22.63,-0.34,0.00,0.00,0.00,-0.49,19.58,0.00,0.00,229689.52,0.00,0.00,141.60,25.04,24.56,-0.08,0.46,19.27,0.44,0.00,6.08,0.93,0.68,4.43
2024-11-03 12:36:00,537555.75,2024.00,11.00,3.00,12.00,29.00,46.00,17.83,43.79,0.05,1.43,0.00,0.00,18.92,19.39,19.85,19.01,19.57,19.29,18.83,19.48,19.29,10.15,98.62,285.37,0.00,0.00,0.00,21.91,30.64,-3.75,7.74,-0.21,22.63,-0.41,0.00,0.00,0.00,-0.56,19.60,0.00,0.00,229689.52,0.00,0.00,145.90,25.05,24.56,-0.08,0.46,19.29,0.19,0.00,5.73,1.08,0.62,4.40
2024-11-03 12:38:00,537555.75,2024.00,11.00,3.00,12.00,31.00,46.00,17.89,43.74,0.05,-3.43,0.00,0.00,19.23,19.42,19.88,19.05,19.60,19.32,18.86,19.60,19.32,10.16,98.67,285.37,0.00,0.00,-0.01,21.91,30.66,-3.75,7.74,-0.28,22.66,-0.44,0.00,0.00,0.00,-0.56,19.60,0.00,0.00,229689.52,0.00,0.00,140.07,25.05,24.56,-0.08,0.46,19.25,0.57,0.00,7.06,1.02,0.57,4.50
2024-11-03 12:40:00,537555.75,2024.00,11.00,3.00,12.00,33.00,46.00,17.89,43.74,0.05,-0.24,0.00,0.00,19.29,19.57,19.95,19.29,19.67,19.39,19.01,19.57,19.39,10.16,98.64,285.37,0.00,0.00,-0.01,21.95,30.69,-3.75,7.74,-0.21,22.68,-0.41,0.00,0.00,0.00,-0.49,19.60,0.00,0.00,229689.52,0.00,0.00,145.97,25.09,24.56,-0.07,0.47,19.30,0.75,0.00,6.38,1.32,0.43,4.47
2024-11-03 12:42:00,537555.75,2024.00,11.00,3.00,12.00,35.00,31.00,17.83,43.79,0.05,-0.83,0.00,0.00,19.01,19.57,20.04,19.11,19.57,19.29,18.92,19.57,19.39,10.15,98.64,285.37,0.00,0.00,0.00,21.95,30.69,-3.75,7.74,-0.24,22.68,-0.37,0.00,0.00,0.00,-0.56,19.60,0.00,0.00,229689.52,0.00,0.00,144.10,25.09,24.56,-0.07,0.47,19.31,0.25,0.02,5.60,0.75,0.56,4.47
2024-11-03 12:44:00,537555.75,2024.00,11.00,3.00,12.00,37.00,39.00,17.83,43.74,0.05,-2.28,0.00,0.00,19.05,19.51,19.98,19.05,19.51,19.14,18.86,19.51,19.23,10.16,98.63,285.37,0.00,0.00,0.00,21.95,30.72,-3.75,7.74,-0.24,22.71,-0.31,0.00,0.00,0.01,-0.57,19.63,0.00,0.00,229689.52,0.00,0.00,142.36,25.10,24.56,-0.07,0.46,19.29,0.50,0.00,5.18,0.84,0.60,4.40
2024-11-03 12:46:00,537555.75,2024.00,11.00,3.00,12.00,39.00,47.00,17.83,43.74,0.05,0.32,0.00,0.00,18.95,19.51,19.98,19.05,19.60,19.32,18.86,19.79,19.23,10.16,98.61,285.37,0.00,0.00,-0.01,21.95,30.73,-3.75,7.74,-0.24,22.72,-0.41,0.00,0.00,0.00,-0.52,19.63,0.00,0.00,229689.52,0.00,0.00,142.08,25.10,24.56,-0.07,0.46,19.19,0.69,0.00,5.54,1.18,0.83,4.40
2024-11-03 12:48:00,537555.75,2024.00,11.00,3.00,12.00,41.00,46.00,17.89,43.79,0.05,-3.38,0.00,0.00,19.39,18.46,19.11,18.83,19.57,19.20,18.83,18.83,18.39,10.15,98.59,285.37,0.00,0.00,0.00,21.95,30.73,-3.75,7.74,-0.28,22.76,-0.38,0.00,0.00,0.00,-0.56,19.66,0.00,0.00,229689.52,0.00,0.00,143.47,25.13,24.56,-0.08,0.47,19.21,0.75,0.00,5.79,0.82,0.48,4.38
2024-11-03 12:50:00,537555.75,2024.00,11.00,3.00,12.00,43.00,46.00,17.83,43.88,0.05,1.03,0.00,0.00,19.14,19.32,20.16,19.42,18.86,19.14,18.77,19.51,19.70,10.16,98.67,285.37,0.00,0.00,-0.01,21.95,30.75,-3.75,7.74,-0.24,22.76,-0.40,0.00,0.00,0.00,-0.49,19.66,0.00,0.00,229689.52,0.00,0.00,141.46,25.13,24.75,-0.07,0.48,19.30,0.69,0.00,6.29,0.87,0.38,4.40
2024-11-03 12:52:00,537555.75,2024.00,11.00,3.00,12.00,45.00,46.00,17.83,43.74,0.05,0.76,0.00,0.00,18.98,18.52,18.70,18.52,19.82,18.98,18.70,18.80,18.18,10.15,98.63,285.37,0.00,0.00,-0.01,21.95,30.79,-3.75,7.74,-0.28,22.78,-0.43,0.00,0.00,0.00,-0.46,19.66,0.00,0.00,229689.52,0.00,0.00,136.74,25.13,24.75,-0.07,0.48,19.28,0.39,0.00,5.04,0.90,0.55,4.30
2024-11-03 12:54:00,537555.75,2024.00,11.00,3.00,12.00,47.00,47.00,17.89,43.79,0.05,-3.86,0.00,0.00,18.46,19.67,20.04,18.55,19.67,19.11,18.64,19.57,19.39,10.15,98.66,285.37,0.00,0.00,-0.01,21.91,30.81,-3.75,7.74,-0.28,22.80,-0.34,0.00,0.00,0.00,-0.49,19.68,0.00,0.00,229689.52,0.00,0.00,139.17,25.17,24.75,-0.07,0.48,19.29,0.62,0.00,5.20,1.14,0.46,4.30
2024-11-03 12:56:00,537555.75,2024.00,11.00,3.00,12.00,49.00,46.00,17.97,43.79,0.05,0.43,0.00,0.00,19.42,19.05,19.70,19.05,18.95,19.05,18.67,19.14,19.23,10.16,98.62,285.37,0.00,0.00,0.00,21.91,30.81,-3.75,7.74,-0.28,22.82,-0.34,0.00,0.00,0.00,-0.49,19.68,0.00,0.00,229689.52,0.00,0.00,144.10,25.17,24.75,-0.07,0.47,19.28,0.12,0.00,5.66,1.29,0.82,4.12
2024-11-03 12:58:00,537555.75,2024.00,11.00,3.00,12.00,51.00,46.00,18.37,44.25,0.05,0.01,0.00,0.00,18.39,20.16,20.53,18.95,19.60,19.23,18.77,20.16,19.79,10.15,98.63,285.37,0.00,0.00,0.00,21.91,30.81,-3.75,7.74,-0.18,22.82,-0.35,0.00,0.00,0.00,-0.52,19.71,0.00,0.00,229689.52,0.00,0.00,139.10,25.17,24.75,-0.08,0.46,19.28,0.44,0.00,5.23,1.38,0.65,4.40
2024-11-03 13:00:00,537555.75,2024.00,11.00,3.00,12.00,53.00,28.00,18.75,44.45,0.06,1.90,0.00,0.00,18.49,19.98,20.35,18.77,19.70,19.23,18.67,19.98,19.70,10.15,98.68,285.37,0.00,0.00,0.00,21.91,30.83,-3.75,7.74,-0.28,22.85,-0.40,0.00,0.00,0.00,-0.52,19.71,0.00,0.00,229689.52,0.00,0.00,144.17,25.18,24.75,-0.07,0.47,19.27,0.00,0.01,5.04,1.11,0.50,4.40
2024-11-03 13:02:00,537555.75,2024.00,11.00,3.00,12.00,55.00,34.00,19.04,44.66,0.05,-0.67,0.00,0.00,19.42,18.49,19.14,18.77,19.51,18.95,18.67,18.77,18.49,10.15,98.61,285.37,0.00,0.00,-0.01,21.91,30.83,-3.75,7.74,-0.28,22.85,-0.43,0.00,0.00,0.00,-0.52,19.71,0.00,0.00,229689.52,0.00,0.00,145.97,25.18,24.75,-0.07,0.45,19.26,0.44,0.00,6.58,1.36,0.47,4.40
2024-11-03 13:04:00,537555.75,2024.00,11.00,3.00,12.00,57.00,39.00,19.21,44.86,0.05,1.93,0.00,0.00,19.45,18.98,19.54,19.45,19.17,19.08,18.70,19.17,18.98,10.16,98.64,285.37,0.00,0.00,0.00,21.88,30.86,-3.75,7.73,-0.21,22.87,-0.44,0.00,0.00,0.00,-0.56,19.73,0.00,0.00,229689.52,0.00,0.00,142.99,25.18,24.75,-0.06,0.45,19.21,0.54,0.00,6.14,1.46,0.60,4.40
2024-11-03 13:06:00,537555.75,2024.00,11.00,3.00,12.00,59.00,46.00,19.50,45.00,0.06,-0.30,0.00,0.00,18.52,20.01,20.38,18.98,19.82,19.26,18.80,20.01,19.73,10.15,98.69,285.37,0.00,0.00,0.00,21.88,30.88,-3.75,7.73,-0.32,22.90,-0.31,0.00,0.00,0.00,-0.52,19.73,0.00,0.00,229689.52,0.00,0.00,141.67,25.18,24.75,-0.08,0.46,19.23,0.00,0.00,6.58,1.35,0.58,4.47
2024-11-03 13:08:00,537555.75,2024.00,11.00,3.00,13.00,1.00,46.00,19.70,45.12,0.06,0.49,0.00,0.00,18.67,19.79,20.07,18.77,20.16,19.32,18.86,19.88,19.23,10.16,98.60,285.37,0.00,0.00,0.00,21.88,30.88,-3.75,7.73,-0.18,22.90,-0.38,0.00,0.00,0.01,-0.56,19.73,0.00,0.00,229689.52,0.00,0.00,138.96,25.18,24.75,-0.07,0.46,19.25,0.66,0.03,5.36,1.20,0.73,4.45
2024-11-03 13:10:00,537555.75,2024.00,11.00,3.00,13.00,3.00,46.00,19.90,45.20,0.05,-0.51,0.00,0.00,19.36,18.80,19.08,18.80,20.19,19.26,18.80,19.17,18.33,10.15,98.67,285.37,0.00,0.00,0.00,21.88,30.91,-3.75,7.73,-0.21,22.93,-0.31,0.00,0.00,0.00,-0.59,19.75,0.00,0.00,229689.52,0.00,0.00,140.56,25.18,24.75,-0.07,0.46,19.31,0.90,0.00,5.99,1.39,0.75,4.43
2024-11-03 13:12:00,537555.75,2024.00,11.00,3.00,13.00,5.00,46.00,20.01,45.40,0.05,0.27,0.00,0.00,19.70,19.14,19.32,19.32,19.42,19.32,18.86,19.32,18.67,10.16,98.58,285.37,0.00,0.00,0.00,21.88,30.92,-3.75,7.73,-0.18,22.95,-0.46,0.00,0.00,0.01,-0.52,19.75,0.00,0.00,229689.52,0.00,0.00,142.08,25.21,24.89,-0.07,0.46,19.31,0.25,0.00,5.95,1.20,0.69,4.43
2024-11-03 13:14:00,537555.75,2024.00,11.00,3.00,13.00,7.00,47.00,20.01,45.46,0.06,-2.86,0.00,0.00,18.83,20.13,20.69,19.57,19.20,19.39,18.92,20.22,20.22,10.16,98.63,285.37,0.00,0.00,0.00,21.88,30.92,-3.75,7.73,-0.21,22.95,-0.43,0.00,0.00,0.00,-0.52,19.77,0.00,0.00,229689.52,0.00,0.00,141.53,25.21,24.93,-0.07,0.43,19.21,0.25,0.01,4.47,1.56,0.58,4.42
2024-11-03 13:16:00,537555.75,2024.00,11.00,3.00,13.00,9.00,35.00,20.21,45.52,0.05,-2.28,0.00,0.00,18.77,20.16,20.26,19.14,19.98,19.60,18.95,20.16,19.60,10.15,98.66,285.37,0.00,0.00,-0.01,21.88,30.92,-3.75,7.73,-0.32,22.96,-0.35,0.00,0.00,0.00,-0.52,19.77,0.00,0.00,229689.52,0.00,0.00,145.28,25.21,24.90,-0.09,0.43,19.19,0.69,0.00,5.19,1.26,0.43,4.40
2024-11-03 13:18:00,537555.75,2024.00,11.00,3.00,13.00,11.00,43.00,20.21,45.58,0.05,-0.98,0.00,0.00,19.70,18.95,19.60,19.42,19.51,19.32,18.95,19.42,18.86,10.15,98.67,285.37,0.00,0.00,-0.01,21.88,30.92,-3.75,7.73,-0.21,22.99,-0.37,0.00,0.00,0.00,-0.52,19.77,0.00,0.00,229689.52,0.00,0.00,155.83,25.21,24.90,-0.07,0.45,19.29,0.31,0.00,4.99,1.11,0.65,4.38
2024-11-03 13:20:00,537555.75,2024.00,11.00,3.00,13.00,13.00,46.00,20.21,45.72,0.06,0.54,0.00,0.00,19.14,19.14,19.23,18.86,20.44,19.42,18.95,19.42,18.58,10.15,98.63,285.37,0.00,0.00,0.00,21.88,30.96,-3.75,7.73,-0.29,22.99,-0.35,0.00,0.00,0.01,-0.49,19.81,0.00,0.00,229689.52,0.00,0.00,138.68,25.21,24.88,-0.07,0.44,19.22,0.62,0.00,5.95,1.28,0.46,4.40
2024-11-03 13:22:00,537555.75,2024.00,11.00,3.00,13.00,15.00,46.00,20.27,45.72,0.05,1.04,0.00,0.00,19.32,19.32,19.79,18.86,20.35,19.60,19.14,19.70,19.05,10.16,98.63,285.37,0.00,0.00,0.00,21.88,30.96,-3.75,7.73,-0.21,23.03,-0.46,0.00,0.00,0.01,-0.56,19.81,0.00,0.00,229689.52,0.00,0.00,139.93,25.21,24.94,-0.07,0.45,19.27,0.75,0.00,5.02,1.45,0.66,4.30
2024-11-03 13:24:00,537555.75,2024.00,11.00,3.00,13.00,17.00,45.00,20.36,45.66,0.06,0.43,0.00,0.00,19.20,20.41,21.03,19.76,19.29,19.67,19.01,20.41,20.41,10.16,98.61,285.37,0.00,0.00,-0.01,21.88,30.96,-3.75,7.73,-0.24,23.03,-0.46,0.00,0.00,0.01,-0.59,19.81,0.00,0.00,229689.52,0.00,0.00,141.11,25.21,24.94,-0.07,0.44,19.23,0.25,0.00,5.82,1.11,0.68,4.65
2024-11-03 13:26:00,537555.75,2024.00,11.00,3.00,13.00,19.00,46.00,20.36,45.78,0.05,-2.92,0.00,0.00,19.79,18.95,19.42,19.42,19.70,19.23,18.95,19.42,18.77,10.15,98.60,285.37,0.00,0.00,-0.01,21.88,30.96,-3.75,7.73,-0.21,23.04,-0.37,0.00,0.00,0.00,-0.52,19.82,0.00,0.00,229689.52,0.00,0.00,142.64,25.22,24.94,-0.07,0.44,19.29,0.19,0.00,6.07,1.57,0.66,4.25
2024-11-03 13:28:00,537555.75,2024.00,11.00,3.00,13.00,21.00,46.00,20.36,45.92,0.05,-1.54,0.00,0.00,19.42,18.77,19.14,18.95,20.16,19.32,19.14,19.23,18.58,10.15,98.61,285.37,0.00,0.00,-0.01,21.88,30.99,-3.75,7.73,-0.21,23.04,-0.35,0.00,0.00,0.01,-0.49,19.82,0.00,0.00,229689.52,0.00,0.00,139.93,25.22,24.94,-0.07,0.44,19.29,0.39,0.00,5.42,1.70,0.50,4.25
2024-11-03 13:30:00,537555.75,2024.00,11.00,3.00,13.00,23.00,26.00,20.36,45.92,0.06,-4.74,0.00,0.00,19.70,18.77,19.23,19.23,19.88,19.32,18.95,19.32,18.67,10.15,98.63,285.37,0.00,0.00,0.00,21.88,30.99,-3.75,7.73,-0.21,23.07,-0.44,0.00,0.00,0.01,-0.52,19.82,0.00,0.00,229689.52,0.00,0.00,141.94,25.22,24.94,-0.07,0.46,19.26,0.88,0.03,6.00,1.59,0.80,4.25
2024-11-03 13:32:00,537555.75,2024.00,11.00,3.00,13.00,25.00,32.00,20.42,45.92,0.06,0.87,0.00,0.00,19.70,18.95,19.32,19.05,20.44,19.51,19.23,19.42,18.67,10.15,98.69,285.37,0.00,0.00,-0.01,21.88,30.99,-3.75,7.73,-0.18,23.09,-0.41,0.00,0.00,0.01,-0.56,19.85,0.00,0.00,229689.52,0.00,0.00,142.78,25.22,24.94,-0.07,0.45,19.29,0.25,0.00,5.26,1.70,0.58,4.25
2024-11-03 13:34:00,537555.75,2024.00,11.00,3.00,13.00,27.00,39.00,20.47,45.98,0.05,1.12,0.00,0.00,19.05,19.88,20.35,19.05,20.53,19.51,19.23,19.98,19.42,10.15,98.60,285.37,0.00,0.00,0.00,21.88,31.00,-3.75,7.73,-0.21,23.09,-0.44,0.00,0.00,0.01,-0.52,19.85,0.00,0.00,229689.52,0.00,0.00,139.86,25.22,24.94,-0.07,0.44,19.19,0.70,0.00,5.14,1.54,0.66,4.25
2024-11-03 13:36:00,537555.75,2024.00,11.00,3.00,13.00,29.00,46.00,20.42,46.12,0.05,-2.38,0.00,0.00,19.88,19.32,19.98,19.51,19.60,19.51,19.05,19.60,19.42,10.16,98.65,285.37,0.00,0.00,0.00,21.88,31.00,-3.75,7.73,-0.21,23.12,-0.34,0.00,0.00,0.00,-0.52,19.87,0.00,0.00,229689.52,0.00,0.00,141.60,25.22,24.94,-0.07,0.43,19.18,1.06,0.00,4.88,1.65,0.59,4.28
2024-11-03 13:38:00,537555.75,2024.00,11.00,3.00,13.00,31.00,46.00,20.47,46.18,0.05,-4.43,0.00,0.00,18.86,20.63,20.63,19.42,20.26,19.70,19.32,20.63,19.98,10.15,98.64,285.37,0.00,0.00,-0.01,21.88,31.00,-3.75,7.73,-0.28,23.15,-0.34,0.00,0.00,0.01,-0.52,19.87,0.00,0.00,229689.52,0.00,0.00,145.90,25.22,24.94,-0.08,0.41,19.24,0.88,0.00,5.23,1.39,0.45,4.43
2024-11-03 13:40:00,537555.75,2024.00,11.00,3.00,13.00,33.00,46.00,20.42,46.18,0.06,2.20,0.00,0.00,19.01,20.88,21.12,19.48,19.95,19.76,19.39,20.69,20.41,10.16,98.59,285.37,0.00,0.00,0.00,21.88,31.00,-3.75,7.73,-0.21,23.15,-0.35,0.00,0.00,0.00,-0.56,19.90,0.00,0.00,229689.52,0.00,0.00,141.46,25.26,24.94,-0.07,0.43,19.23,0.00,0.00,5.13,1.65,0.83,4.42
