数据时间,入炉垃圾量,系统时间年,系统时间月,系统时间日,系统时间小时,系统时间分钟,系统时间秒,推料器A位置,推料器B位置,一次风机频率反馈,一次风机电流反馈,A辅助燃烧器运行信号,B辅助燃烧器运行信号,上部烟气温度左,上部烟气温度中,上部烟气温度右,中部烟气温度左,中部烟气温度中,中部烟气温度右,下部烟气温度左,下部烟气温度中,下部烟气温度右,引风机变频器频率反馈,引风机入口调节风门位置反馈,消石灰累计,1#消石灰输送风机运行信号,备用消石灰输送风机运行信号,雾化器浆液流量,省煤器出口温度,反应塔温度,雾化器电流,减湿液PH值,湿法烧碱供应流量,湿法洗涤塔温度,SNCR分配柜氨水流量,SNCR-A氨水供应泵运行信号,SNCR-B氨水供应泵运行信号,NH3浓度,1#SCR氨水流量,SCR系统温度,SCR-A氨水供应泵运行信号,SCR-B氨水供应泵运行信号,活性炭称重累计,1#活性炭输送风机运行信号,备用活性炭输送风机运行信号,除尘器差压,除尘器灰斗温度,烟气温度,烟气压力,烟气含水量,烟气氧量,烟气烟尘,SO2浓度,NOX浓度,CO浓度,HCL浓度,烟气流速
2025-06-01 05:50:03,639795.75,2025.00,6.00,1.00,5.00,49.00,2.00,173.59,172.99,36.35,117.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,233.68,--,--,--,--,68.40,--,--,--,--,--,189.00,--,--,--,--,--,--,151.96,--,--,--,--,--,--,--,--,--,--
2025-06-01 05:50:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 05:52:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1052.15,890.61,1100.52,1049.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.07,23.18,--,--,--,--,--,--,--,--,154.41,-0.31,21.14,9.23,0.69,59.37,56.50,0.39,6.30,14.38
2025-06-01 05:52:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1067.32,1132.07,1070.13,1103.37,1120.40,41.95,99.57,294.12,--,--,1.39,--,152.02,45.86,6.43,208.49,--,18.54,--,--,--,--,--,--,--,273087.19,--,--,1356.18,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 05:52:03,639795.75,2025.00,6.00,1.00,5.00,50.00,51.00,187.88,187.05,36.03,114.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,233.50,--,--,--,--,68.32,--,--,--,--,--,189.26,--,--,--,--,--,--,152.16,--,--,--,--,--,--,--,--,--,--
2025-06-01 05:52:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 05:58:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1051.57,889.05,1096.53,1050.43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.47,23.17,--,--,--,--,--,--,--,--,153.75,-0.35,21.25,9.05,0.94,48.27,49.49,0.55,5.53,13.55
2025-06-01 05:58:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1065.98,1131.27,1071.21,1083.84,1117.83,40.31,99.62,294.12,--,--,1.38,--,151.05,45.43,6.45,236.04,--,17.88,--,--,--,--,--,--,--,273087.19,--,--,1302.99,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 05:58:03,639795.75,2025.00,6.00,1.00,5.00,57.00,4.00,321.53,321.19,35.97,118.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231.62,--,--,--,--,68.15,--,--,--,--,--,189.68,--,--,--,--,--,--,152.10,--,--,--,--,--,--,--,--,--,--
2025-06-01 05:58:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:00:02,--,--,--,--,--,--,--,--,--,--,--,--,--,1051.86,888.86,1093.09,1050.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.90,22.94,--,--,--,--,--,--,--,--,153.56,-0.31,21.33,8.83,0.75,46.32,49.00,5.20,4.97,14.32
2025-06-01 06:00:03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1065.49,1129.67,1071.77,1087.03,1115.27,40.27,99.63,294.12,--,--,1.38,--,150.60,45.46,6.45,237.58,--,18.65,--,--,--,--,--,--,--,273087.19,--,--,1270.97,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:00:04,639801.12,2025.00,6.00,1.00,5.00,59.00,4.00,493.77,493.31,35.93,107.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231.35,--,--,--,--,68.15,--,--,--,--,--,189.60,--,--,--,--,--,--,151.96,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:00:05,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:02:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1049.45,887.68,1084.24,1050.43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.01,23.29,--,--,--,--,--,--,--,--,153.38,-0.35,21.33,8.99,0.88,42.64,48.59,3.96,4.73,13.95
2025-06-01 06:02:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1063.53,1125.03,1072.26,1087.53,1111.12,41.06,99.51,294.12,--,--,1.37,--,150.22,45.30,6.47,237.51,--,18.66,--,--,--,--,--,--,--,273087.19,--,--,1315.35,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:02:03,639801.12,2025.00,6.00,1.00,6.00,1.00,3.00,85.60,85.08,36.17,109.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231.22,--,--,--,--,68.19,--,--,--,--,--,189.46,--,--,--,--,--,--,151.78,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:02:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:04:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1047.63,886.28,1081.97,1049.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.26,22.84,--,--,--,--,--,--,--,--,153.38,-0.29,20.86,9.40,0.75,33.37,51.20,0.76,4.63,14.68
2025-06-01 06:04:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1062.88,1122.96,1070.82,1085.19,1110.76,40.81,99.59,294.12,--,--,1.37,--,149.84,45.49,6.52,237.81,--,19.56,--,--,--,--,--,--,--,273087.19,--,--,1321.39,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:04:03,639801.12,2025.00,6.00,1.00,6.00,3.00,3.00,341.72,341.52,36.37,112.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231.00,--,--,--,--,68.11,--,--,--,--,--,189.25,--,--,--,--,--,--,151.59,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:04:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:06:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1046.27,885.10,1079.83,1049.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.33,22.92,--,--,--,--,--,--,--,--,153.38,-0.29,20.85,9.31,0.91,32.11,53.04,0.61,4.52,14.32
2025-06-01 06:06:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1062.09,1121.40,1069.54,1088.51,1108.97,42.13,99.55,294.12,--,--,1.37,--,149.53,45.39,6.51,225.72,--,19.51,--,--,--,--,--,--,--,273090.94,--,--,1395.97,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:06:03,639805.62,2025.00,6.00,1.00,6.00,5.00,4.00,435.34,433.87,36.52,120.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231.01,--,--,--,--,68.11,--,--,--,--,--,188.91,--,--,--,--,--,--,151.45,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:06:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:08:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1044.94,884.26,1083.15,1048.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.40,23.17,--,--,--,--,--,--,--,--,153.56,-0.35,20.96,9.25,0.38,30.07,53.84,0.43,4.34,14.50
2025-06-01 06:08:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1063.63,1122.26,1070.82,1108.01,1110.16,43.02,99.55,294.12,--,--,1.37,--,149.47,45.76,6.55,216.97,--,18.65,--,--,--,--,--,--,--,273090.94,--,--,1385.14,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:08:03,639805.62,2025.00,6.00,1.00,6.00,6.00,45.00,75.60,74.68,36.79,117.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231.26,--,--,--,--,68.19,--,--,--,--,--,188.65,--,--,--,--,--,--,151.39,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:08:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:10:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1047.05,884.54,1083.84,1049.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.53,22.98,--,--,--,--,--,--,--,--,153.66,-0.31,21.17,8.98,0.43,32.56,54.87,1.08,4.37,14.32
2025-06-01 06:10:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1066.73,1122.56,1074.68,1105.72,1109.17,44.45,99.54,294.12,--,--,1.37,--,149.68,45.19,6.52,230.47,--,18.66,--,--,--,--,--,--,--,273090.94,--,--,1483.33,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:10:03,639805.62,2025.00,6.00,1.00,6.00,9.00,3.00,443.42,442.96,36.92,127.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231.90,--,--,--,--,68.32,--,--,--,--,--,188.41,--,--,--,--,--,--,151.47,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:10:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:12:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1048.15,884.60,1079.41,1049.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.35,23.44,--,--,--,--,--,--,--,--,153.94,-0.36,21.39,8.99,0.81,36.75,58.65,0.33,4.65,14.73
2025-06-01 06:12:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1065.75,1119.76,1075.14,1106.58,1106.88,42.96,99.64,294.12,--,--,1.37,--,150.22,45.14,6.56,190.78,--,18.62,--,--,--,--,--,--,--,273090.94,--,--,1398.12,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:12:03,639805.62,2025.00,6.00,1.00,6.00,11.00,4.00,238.11,237.77,37.02,120.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,232.59,--,--,--,--,68.39,--,--,--,--,--,188.20,--,--,--,--,--,--,151.65,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:12:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:14:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1049.13,884.23,1083.22,1049.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.40,23.98,--,--,--,--,--,--,--,--,154.12,-0.29,21.49,9.14,0.69,39.55,57.45,0.75,5.09,14.40
2025-06-01 06:14:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1064.67,1118.20,1073.60,1108.93,1106.28,45.31,99.58,294.12,--,--,1.37,--,150.94,45.41,6.57,206.30,--,19.62,--,--,--,--,--,--,--,273090.94,--,--,1517.85,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:14:03,639805.62,2025.00,6.00,1.00,6.00,13.00,3.00,284.96,284.15,36.97,121.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,233.26,--,--,--,--,68.53,--,--,--,--,--,188.11,--,--,--,--,--,--,151.96,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:14:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:16:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1048.45,884.04,1089.37,1049.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.01,23.44,--,--,--,--,--,--,--,--,154.31,-0.32,21.75,8.98,0.81,42.28,56.59,1.16,5.28,14.70
2025-06-01 06:16:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1063.33,1118.97,1071.18,1108.74,1107.48,43.26,99.57,294.12,--,--,1.38,--,151.70,45.44,6.54,163.46,--,19.22,--,--,--,--,--,--,--,273090.94,--,--,1425.83,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:16:03,639805.62,2025.00,6.00,1.00,6.00,14.00,55.00,436.72,435.08,36.97,121.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,233.84,--,--,--,--,68.65,--,--,--,--,--,188.14,--,--,--,--,--,--,152.32,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:16:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:18:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1048.54,883.67,1095.01,1049.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.90,23.62,--,--,--,--,--,--,--,--,154.50,-0.36,21.87,8.96,0.62,49.04,54.73,8.14,5.76,14.35
2025-06-01 06:18:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1063.50,1122.83,1069.22,1113.45,1111.69,44.46,99.62,294.12,--,--,1.37,--,152.52,45.48,6.55,163.57,--,18.65,--,--,--,--,--,--,--,273090.94,--,--,1463.75,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:18:03,639805.62,2025.00,6.00,1.00,6.00,17.00,1.00,31.34,30.22,36.87,116.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.39,--,--,--,--,68.78,--,--,--,--,--,188.28,--,--,--,--,--,--,152.75,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:18:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:20:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1048.45,883.29,1097.09,1049.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.71,24.08,--,--,--,--,--,--,--,--,154.69,-0.32,21.86,9.06,0.70,48.74,53.08,6.55,6.18,15.25
2025-06-01 06:20:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1063.69,1125.90,1068.56,1105.69,1115.34,43.07,99.61,294.12,--,--,1.37,--,153.07,45.61,6.56,159.86,--,19.60,--,--,--,--,--,--,--,273090.94,--,--,1415.07,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:20:03,639811.50,2025.00,6.00,1.00,6.00,19.00,2.00,461.65,461.71,36.79,112.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.62,--,--,--,--,68.81,--,--,--,--,--,188.43,--,--,--,--,--,--,153.12,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:20:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:22:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1048.74,883.39,1101.98,1048.64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.82,23.41,--,--,--,--,--,--,--,--,154.69,-0.30,21.78,9.10,0.44,50.03,59.67,3.75,6.44,15.50
2025-06-01 06:22:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1064.77,1128.87,1067.29,1117.80,1118.80,43.77,99.61,294.12,--,--,1.37,--,153.46,45.60,6.55,160.19,--,18.63,--,--,--,--,--,--,--,273090.94,--,--,1449.17,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:22:03,639811.50,2025.00,6.00,1.00,6.00,21.00,2.00,363.20,362.53,36.72,124.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.75,--,--,--,--,68.85,--,--,--,--,--,188.60,--,--,--,--,--,--,153.50,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:22:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:24:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1049.03,883.48,1101.58,1048.64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.86,22.84,--,--,--,--,--,--,--,--,154.69,-0.30,21.95,8.96,1.12,49.09,55.00,15.10,6.54,15.12
2025-06-01 06:24:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1065.95,1132.04,1068.37,1106.18,1120.96,42.70,99.56,294.12,--,--,1.37,--,153.73,45.70,6.51,178.89,--,19.69,--,--,--,--,--,--,--,273090.94,--,--,1409.72,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:24:03,639817.06,2025.00,6.00,1.00,6.00,22.00,54.00,34.33,33.33,36.70,115.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.87,--,--,--,--,68.88,--,--,--,--,--,188.69,--,--,--,--,--,--,153.74,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:24:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:26:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1049.42,883.29,1101.48,1048.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.72,23.17,--,--,--,--,--,--,--,--,154.69,-0.38,21.71,9.26,0.62,43.29,60.84,1.01,5.97,14.77
2025-06-01 06:26:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1066.80,1135.08,1069.41,1108.54,1123.03,42.27,99.53,294.12,--,--,1.38,--,153.87,45.67,6.53,189.50,--,18.62,--,--,--,--,--,--,--,273090.94,--,--,1355.56,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:26:03,639817.06,2025.00,6.00,1.00,6.00,25.00,3.00,325.70,325.44,36.77,113.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.75,--,--,--,--,68.81,--,--,--,--,--,188.75,--,--,--,--,--,--,153.99,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:26:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:30:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1048.28,882.52,1087.53,1049.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.90,23.59,--,--,--,--,--,--,--,--,154.69,-0.29,21.37,9.58,0.62,37.22,61.18,0.99,6.04,15.23
2025-06-01 06:30:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1068.01,1128.60,1073.24,1123.56,1116.94,42.70,99.61,294.12,--,--,1.38,--,153.44,45.90,6.52,196.79,--,19.63,--,--,--,--,--,--,--,273093.75,--,--,1381.60,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:30:03,639817.06,2025.00,6.00,1.00,6.00,29.00,3.00,85.40,84.74,37.09,121.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.09,--,--,--,--,68.56,--,--,--,--,--,188.46,--,--,--,--,--,--,154.10,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:30:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:32:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1047.54,882.05,1090.06,1049.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.24,23.33,--,--,--,--,--,--,--,--,154.69,-0.31,21.33,9.63,0.88,38.01,65.15,0.48,5.78,14.88
2025-06-01 06:32:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1069.74,1127.70,1071.38,1125.63,1117.74,43.70,99.64,294.12,--,--,1.38,--,153.34,45.73,6.51,226.78,--,18.69,--,--,--,--,--,--,--,273093.75,--,--,1417.29,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:32:03,639817.06,2025.00,6.00,1.00,6.00,31.00,4.00,361.61,361.41,37.27,117.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.21,--,--,--,--,68.48,--,--,--,--,--,188.11,--,--,--,--,--,--,154.13,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:32:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:34:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1049.13,882.20,1093.36,1049.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11.03,23.67,--,--,--,--,--,--,--,--,155.06,-0.30,21.55,9.28,1.25,49.78,66.41,0.36,6.41,16.15
2025-06-01 06:34:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1071.08,1130.04,1070.39,1121.26,1120.16,43.20,99.58,294.12,--,--,1.38,--,153.46,45.80,6.50,228.84,--,18.66,--,--,--,--,--,--,--,273093.75,--,--,1390.76,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:34:03,639817.06,2025.00,6.00,1.00,6.00,33.00,2.00,440.57,439.65,37.37,120.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.61,--,--,--,--,68.53,--,--,--,--,--,188.00,--,--,--,--,--,--,154.25,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:34:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:36:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1049.39,881.99,1090.10,1049.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.95,23.54,--,--,--,--,--,--,--,--,155.06,-0.35,21.56,9.24,0.89,50.55,64.64,0.50,6.63,14.95
2025-06-01 06:36:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1070.75,1130.50,1069.67,1117.27,1120.53,43.77,99.55,294.12,--,--,1.38,--,153.73,45.94,6.47,228.10,--,19.60,--,--,--,--,--,--,--,273093.75,--,--,1436.60,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:36:03,639817.06,2025.00,6.00,1.00,6.00,35.00,4.00,14.66,14.32,37.22,117.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234.87,--,--,--,--,68.53,--,--,--,--,--,188.15,--,--,--,--,--,--,154.37,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:36:04,--,--,--,--,--,--,--,--,--,--,--,0.00,1.00,--,--,--,--,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--,--,0.00,0.00,--,--,--,0.00,0.00,--,0.00,0.00,--,--,--,--,--,--,--,--,--,--,--,--
2025-06-01 06:38:01,--,--,--,--,--,--,--,--,--,--,--,--,--,1047.67,881.15,1085.12,1048.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.96,23.26,--,--,--,--,--,--,--,--,155.25,-0.35,21.45,9.38,0.81,47.35,64.55,0.42,6.41,15.15
2025-06-01 06:38:02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1067.25,1127.53,1065.23,1110.59,1117.27,43.26,99.57,294.12,--,--,1.38,--,153.95,45.81,6.47,231.90,--,18.96,--,--,--,--,--,--,--,273093.75,--,--,1398.06,--,--,--,--,--,--,--,--,--,--,--
