数据时间,入炉垃圾量,推料器A位置,推料器B位置,一次风机频率反馈,一次风机电流反馈,A辅助燃烧器运行信号,B辅助燃烧器运行信号,上部烟气温度左,上部烟气温度中,上部烟气温度右,中部烟气温度左,中部烟气温度中,中部烟气温度右,下部烟气温度左,下部烟气温度中,下部烟气温度右,引风机变频器频率反馈,引风机入口调节风门位置反馈,消石灰累计,1#消石灰输送风机运行信号,备用消石灰输送风机运行信号,雾化器浆液流量,省煤器出口温度,反应塔温度,雾化器电流,减湿液PH值,湿法烧碱供应流量,湿法洗涤塔温度,SNCR分配柜氨水流量,SNCR-A氨水供应泵运行信号,SNCR-B氨水供应泵运行信号,NH3浓度,1#SCR氨水流量,SCR系统温度,SCR-A氨水供应泵运行信号,SCR-B氨水供应泵运行信号,活性炭称重累计,1#活性炭输送风机运行信号,备用活性炭输送风机运行信号,除尘器差压,除尘器灰斗温度,烟气温度,烟气压力,烟气含水量,烟气氧量,烟气烟尘,SO2浓度,NOX浓度,CO浓度,HCL浓度,烟气流速
2025-06-01 04:12:00,639756.38,291.97,291.71,37.2,117.37,0,1,1060.85,909.24,1125.16,1070.36,1072,1154.16,1070.36,1072.49,1142.83,41.62,99.64,294.12,0,0,1.4,227.05,144.48,45.84,6.38,234.64,67.06,17.61,0,0,8.29,23.9,188.65,0,0,273068.06,0,0,1338.75,147.29,152.44,-0.32,19.72,10.03,0.56,39.43,67.85,3.76,5.22,14.65
2025-06-01 04:14:00,639756.38,40.23,39.68,37.39,120.52,0,1,1056.42,906.56,1123.5,1066.96,1069.09,1149.48,1066.08,1083.28,1137.06,43.7,99.59,294.12,0,0,1.39,227.48,144.64,45.93,6.41,236.29,66.98,17.62,0,0,8.22,23.09,188.31,0,0,273068.06,0,0,1413.4,147.18,152.44,-0.32,19.81,9.97,0.9,40.44,67.99,11.63,5.4,14.8
2025-06-01 04:16:00,639762.88,450.24,450.52,37.59,130.12,0,1,1053.06,904.37,1124.1,1063.89,1069.71,1149.82,1065.16,1102.87,1139.37,42.7,99.65,294.12,0,0,1.4,228.32,145.07,45.6,6.4,238.56,66.97,17.53,0,0,8.55,23.78,187.97,0,0,273068.06,0,0,1352.71,147.25,152.81,-0.33,19.87,9.91,0.44,41.12,68.83,6.23,5.37,15.75
2025-06-01 04:18:00,639762.88,305.03,304.97,37.64,120.55,0,1,1050.95,903.52,1122.23,1061.28,1070.2,1148.03,1064.38,1084.57,1135.18,43.25,99.52,294.12,0,0,1.39,229.19,145.73,45.77,6.39,240.26,66.98,17.56,0,0,8.34,23.62,187.81,0,0,273068.06,0,0,1414.86,147.46,153,-0.34,20,9.59,0.4,44.7,72.82,2.26,5.74,14.75
2025-06-01 04:20:00,639762.88,195.13,192.86,37.69,123.47,0,1,1049.32,901.12,1117.7,1059.25,1066.21,1143.33,1060.13,1075.34,1128.47,43.71,99.66,294.12,0,0,1.39,229.89,146.48,45.56,6.46,238.22,67.02,17.58,0,0,8.53,23.52,187.77,0,0,273071.12,0,0,1422.01,147.75,153.19,-0.34,19.99,9.81,0.6,37.21,76.75,0.96,5.57,14.95
2025-06-01 04:22:00,639769.25,452.22,450.84,37.59,120.41,0,1,1046.4,899.43,1109.3,1056.71,1062.22,1137.73,1055.73,1069.58,1123.3,42.94,99.6,294.12,0,0,1.39,230.49,147.27,45.73,6.45,239.88,67.04,18.06,0,0,8.25,22.83,187.73,0,0,273071.12,0,0,1399.72,148.13,153.38,-0.38,20.07,9.94,0.62,33.64,74.8,1.58,5.19,15.1
2025-06-01 04:24:00,639769.25,56.39,55.32,37.52,122.56,0,1,1043.71,897.12,1106.05,1054.3,1060.49,1135.15,1053.91,1090.89,1127.43,44.01,99.56,294.12,0,0,1.39,230.96,148.03,45.7,6.49,236.03,67.11,17.62,0,0,8.48,22.88,187.72,0,0,273071.12,0,0,1458.4,148.56,153.38,-0.31,20.12,9.99,0.75,31.38,76.89,0.76,5.32,15
2025-06-01 04:26:00,639769.25,411.82,411.1,37.49,128.17,0,1,1044.29,896.84,1114.31,1052.38,1061.44,1140.41,1052.97,1072.78,1131.2,42.88,99.61,294.12,0,0,1.39,231.41,148.72,45.7,6.5,240.63,67.21,17.56,0,0,8.39,23.59,187.73,0,0,273071.12,0,0,1424.1,149,153.56,-0.32,20.25,9.8,1,38.44,78.53,0.32,5.51,15.15
2025-06-01 04:28:00,639769.25,396.32,395.4,37.32,117.65,0,1,1042.47,896,1115.91,1050.72,1059.42,1140.31,1049.97,1082.4,1129.7,43.82,99.67,294.12,0,0,1.39,231.7,149.25,45.52,6.49,237.64,67.29,17.62,0,0,8.12,23.52,188,0,0,273071.12,0,0,1460.42,149.35,153.56,-0.39,20.32,9.46,0.56,47.39,79.5,0.83,6.1,14.8
2025-06-01 04:30:00,639769.25,90.83,89.66,37.14,126.83,0,1,1042.02,895.03,1119.27,1049.23,1060.62,1142.76,1049.71,1108.54,1132.61,42.63,99.61,294.12,0,0,1.4,232.07,149.89,45.73,6.5,235.92,67.41,18.61,0,0,7.97,23.29,188.43,0,0,273071.12,0,0,1418.12,149.81,153.56,-0.35,20.42,9.5,0.88,48.34,76.76,3.27,6.22,15.05
2025-06-01 04:32:00,639769.25,430.11,429.76,36.97,117.63,0,1,1043.35,893.73,1124.2,1047.6,1063.69,1146.62,1051.24,1101.48,1135.89,42.38,99.59,294.12,0,0,1.39,232.19,150.38,45.76,6.5,232.5,67.55,17.61,0,0,7.84,23.93,188.83,0,0,273071.12,0,0,1421.11,150.19,153.56,-0.35,20.58,9.28,0.25,57.07,72.21,3.93,7.12,15.12
2025-06-01 04:34:00,639769.25,418.38,416.85,36.84,127.27,0,1,1044.94,895.22,1124.63,1047.15,1066.93,1149.55,1053.88,1100.06,1136.93,42.31,99.53,294.12,0,0,1.4,232.08,150.67,45.78,6.48,233.11,67.66,18.26,0,0,8.13,23.62,189.25,0,0,273071.12,0,0,1397.57,150.51,153.56,-0.26,20.58,9.14,0.38,59.2,70.22,3.62,7.24,14.6
2025-06-01 04:36:00,639769.25,158.87,157.89,36.78,116.15,0,1,1045.98,894.41,1116.94,1047.15,1067.71,1146.76,1056.09,1105.36,1133.55,41.57,99.59,294.12,0,0,1.4,231.73,150.63,45.58,6.51,233.93,67.62,18.56,0,0,8.03,23.18,189.59,0,0,273071.75,0,0,1390.07,150.63,153.38,-0.29,20.62,9.3,0.62,54.8,67.98,2.14,6.94,15.35
2025-06-01 04:38:00,639769.25,152.57,152,36.67,125.81,0,1,1045.95,894.29,1113.18,1047.7,1067.68,1146.62,1057.92,1094.94,1135.29,42.95,99.65,294.12,0,0,1.39,231.27,150.38,45.76,6.53,227.16,67.49,17.65,0,0,8.35,23.59,189.71,0,0,273074.25,0,0,1428.61,150.68,153.19,-0.3,20.56,9.6,0.41,49.39,67.85,0.21,6.56,14.3
2025-06-01 04:40:00,639769.25,481.72,480.86,36.8,128.53,0,1,1045.2,893.29,1110.83,1047.73,1063.17,1147.76,1055.8,1072.55,1137.9,41.94,99.56,294.12,0,0,1.39,230.94,150.08,45.41,6.51,237.72,67.34,17.64,0,0,8.35,23.62,189.68,0,0,273074.25,0,0,1438.47,150.63,153.02,-0.32,20.45,9.58,0.62,47.72,65.83,0.34,6.37,14.05
2025-06-01 04:42:00,639769.25,378.29,377.77,36.82,116.71,0,1,1041.56,891.17,1108.47,1046.85,1057.27,1147.97,1050.98,1066.14,1137.33,42.57,99.55,294.12,0,0,1.39,230.7,149.79,45.82,6.54,216.78,67.27,17.56,0,0,8.75,22.88,189.5,0,0,273074.25,0,0,1431.6,150.55,153,-0.36,20.05,9.81,0.31,39.15,66.08,0.52,5.71,14.75
2025-06-01 04:44:00,639769.25,37.04,36.63,36.87,120.8,0,1,1039.07,888.02,1113.48,1045.3,1055.64,1148.44,1048.67,1072.85,1139.61,42.82,99.62,294.12,0,0,1.39,230.75,149.67,45.73,6.52,208.91,67.3,18.06,0,0,9.01,22.66,189.26,0,0,273074.25,0,0,1425,150.52,153,-0.35,20.11,9.84,0.81,32.1,66.06,0.67,5.4,14.7
2025-06-01 04:46:00,639769.25,297.2,296.34,36.87,121.95,0,1,1038.55,887.18,1119.17,1043.93,1057.43,1147.83,1048.25,1094.45,1139.67,43.21,99.52,294.12,0,0,1.39,231.04,149.76,45.85,6.56,225.47,67.49,18.54,0,0,9.06,23.21,189.12,0,0,273074.25,0,0,1462.57,150.55,153.19,-0.31,20.36,9.42,0.56,37.97,66.76,3.35,5.57,14.7
2025-06-01 04:48:00,639769.25,477.15,476.34,36.77,121.1,0,1,1038.42,887.87,1124.06,1042.93,1059.52,1147.5,1046.69,1091.87,1141.62,43.2,99.59,294.12,0,0,1.39,231.56,150.1,45.73,6.54,223.77,67.76,17.61,0,0,9.41,23.73,189.26,0,0,273074.25,0,0,1463.33,150.68,153.38,-0.35,20.8,8.94,0.69,44.37,61.11,30.9,5.62,14.75
2025-06-01 04:50:00,639773.38,16.3,15.7,36.44,118.9,0,1,1040.17,887.81,1122.93,1041.82,1061.37,1149.72,1046.53,1091.22,1146.02,41.25,99.58,294.12,0,0,1.39,232.01,150.55,45.53,6.52,220.42,67.98,17.65,0,0,9.48,23.32,189.52,0,0,273074.25,0,0,1418.19,150.89,153.56,-0.37,21.07,8.95,0.5,40.65,49.8,36.05,5.81,14.48
2025-06-01 04:52:00,639773.38,460.79,461.45,36.15,119.81,0,1,1041.4,887.71,1118.27,1041.4,1061.73,1148.57,1048.22,1086.41,1141.62,42.32,99.63,294.12,0,0,1.39,231.88,150.79,45.84,6.58,173.28,68.07,17.64,0,0,9.52,23.66,189.86,0,0,273074.25,0,0,1426.94,151.06,153.56,-0.31,20.87,9.13,0.81,32.88,58.65,1.34,5.79,14.87
2025-06-01 04:54:00,639773.38,420.96,419.44,35.97,112.53,0,1,1042.02,888.74,1113.38,1040.85,1062.35,1146.22,1050.46,1091.41,1137.09,40.76,99.58,294.12,0,0,1.39,231.38,150.72,45.85,6.59,157.59,68.27,18.54,0,0,9.41,24.03,190.14,0,0,273077.22,0,0,1357.22,151.15,153.38,-0.34,20.86,9.14,0.75,24.7,65.18,0.62,4.89,14.43
2025-06-01 04:56:00,639773.38,31.6,30.36,35.95,122.01,0,1,1043.45,889.21,1110.53,1041.82,1065.06,1145.14,1055.31,1102.87,1135.89,40.7,99.57,294.12,0,0,1.39,230.75,150.43,45.49,6.62,143.11,68.4,18.32,0,0,9.81,23.32,190.28,0,0,273077.22,0,0,1345.28,151.14,153.19,-0.36,20.97,9.16,0.55,16.77,61.51,0.31,4.2,14.15
2025-06-01 04:58:00,639773.38,431.29,431.29,36.05,110.08,0,1,1046.82,890.86,1117.1,1042.51,1068.82,1146.92,1058.37,1087.89,1138.17,40.87,99.65,294.12,0,0,1.39,230.26,149.96,45.71,6.61,136.48,68.52,17.61,0,0,9.96,23.21,190.2,0,0,273077.22,0,0,1387.57,151.03,153,-0.33,21,9.1,0.44,15.55,58.96,0.43,3.44,14.73
2025-06-01 05:00:00,639773.38,286.8,286.34,36.15,120.81,0,1,1049.91,890.67,1115.44,1043.54,1066.4,1144.94,1057.53,1082.63,1134.01,42.2,99.61,294.12,0,0,1.39,230.17,149.51,45.48,6.62,111.87,68.61,18.3,0,0,10.41,23.03,189.88,0,0,273077.22,0,0,1409.31,150.89,153,-0.27,21.16,8.68,0.69,15.65,56.77,2.68,3.21,15.07
2025-06-01 05:02:00,639773.38,118.41,116.89,36.2,109.39,0,1,1049.42,891.42,1116.31,1043.64,1065.16,1142.66,1056.55,1105.32,1131.84,41.19,99.59,294.12,0,0,1.4,230.31,149.28,45.66,6.62,154.28,68.61,17.62,0,0,10.56,23.51,189.52,0,0,273077.22,0,0,1368.19,150.76,153,-0.32,21.24,9.07,0.56,12.73,57.71,0.5,2.88,14.15
2025-06-01 05:04:00,639779.44,454.75,454.4,36.27,115.67,0,1,1050.4,891.7,1119.76,1043.54,1069.12,1141.75,1057.92,1115.84,1130.84,41.75,99.58,294.12,0,0,1.39,230.39,149.21,45.7,6.62,136.44,68.64,17.53,0,0,10.58,23.48,189.26,0,0,273077.22,0,0,1386.46,150.71,153.19,-0.3,21.27,9.09,0.6,15.74,62.39,1.99,2.76,14.45
2025-06-01 05:06:00,639779.44,362.13,361.33,36.42,109.94,0,1,1052.38,892.14,1121.03,1044.1,1071.51,1142.02,1061.15,1113.81,1131.51,42.87,99.62,294.12,0,0,1.39,230.74,149.31,45.68,6.6,82.63,68.65,18.62,0,0,10.82,24.03,189.03,0,0,273077.22,0,0,1421.11,150.68,153.38,-0.32,21.39,8.9,0.94,21.15,54.98,3.5,3.59,15.1
2025-06-01 05:08:00,639784.81,84.8,84.22,36.5,112.23,0,1,1053,893.35,1118.2,1044.91,1074.95,1144.24,1065.65,1123.93,1133.71,42.69,99.59,294.12,0,0,1.39,231.26,149.51,45.53,6.61,73.77,68.61,17.56,0,0,10.51,23.56,188.83,0,0,273077.22,0,0,1429.31,150.72,153.56,-0.34,21.54,8.88,1.03,26.91,55.12,4.87,3.76,14.27
2025-06-01 05:10:00,639784.81,523.85,523.85,36.57,120.17,0,1,1053.85,893.26,1115.74,1045.85,1076.23,1144.34,1066.89,1113.18,1132.31,43.01,99.59,294.12,0,0,1.39,231.59,149.81,45.93,6.58,133.66,68.45,18.62,0,0,10.41,23.37,188.73,0,0,273080.94,0,0,1469.38,150.86,153.94,-0.29,21.23,9.17,0.81,28.48,56.94,0.74,4.29,14.8
2025-06-01 05:12:00,639784.81,277.45,277.34,36.72,119.7,0,1,1056.06,894.66,1117.7,1047.7,1077.57,1144.04,1069.51,1121.06,1132.31,42.14,99.58,294.12,0,0,1.38,231.77,150.1,45.72,6.56,128.86,68.44,17.94,0,0,9.99,23.51,188.69,0,0,273080.94,0,0,1394.44,151.02,153.94,-0.33,21.25,9.13,0.69,30.79,59.45,3.83,4.49,14.77
2025-06-01 05:14:00,639790.75,148.86,147.28,36.6,119,0,1,1057.33,896.03,1118.3,1048.54,1081.18,1146.22,1073.5,1116.14,1132.81,42.45,99.64,294.12,0,0,1.39,231.9,150.34,45.59,6.53,168.36,68.44,17.66,0,0,10.1,22.92,188.73,0,0,273080.94,0,0,1410.35,151.14,153.94,-0.29,21.3,8.96,0.44,34.25,53.69,5.54,5,15.4
2025-06-01 05:16:00,639790.75,560.94,560.48,36.62,116.31,0,1,1058.67,895.85,1112.39,1050.2,1079.31,1145.14,1073.96,1104.92,1128.67,42.08,99.56,294.12,0,0,1.39,231.99,150.51,45.56,6.5,187.08,68.4,18.56,0,0,9.87,23.52,188.87,0,0,273080.94,0,0,1410,151.27,153.94,-0.3,21.23,9.07,0.74,39.51,61.06,2.1,4.71,14.48
2025-06-01 05:18:00,639790.75,267.79,268.39,36.62,118.94,0,1,1058.11,896.41,1109.43,1050.85,1078.06,1143.33,1074.75,1106.78,1127.46,43.58,99.55,294.12,0,0,1.4,232.03,150.67,45.76,6.5,204.04,68.52,17.63,0,0,9.83,22.73,188.99,0,0,273080.94,0,0,1452.29,151.39,153.94,-0.33,21.29,9.31,0.44,32.92,64.27,0.83,4.88,14.15
2025-06-01 05:20:00,639790.75,134.63,133.05,36.57,127.19,0,1,1060.72,896.59,1110.53,1052.02,1082.63,1142.76,1080.39,1122.73,1127.56,42.33,99.58,294.12,0,0,1.39,232.17,150.79,45.47,6.45,190.36,68.61,18.65,0,0,10.02,23.1,189.06,0,0,273080.94,0,0,1414.65,151.53,153.94,-0.29,21.44,9.15,1.38,31.42,61.91,0.54,4.51,14.9
2025-06-01 05:22:00,639795.75,595.39,595.47,36.45,112.29,0,1,1064.28,898.62,1111.79,1053.94,1086.14,1143.93,1085.16,1120.46,1129.84,42.44,99.54,294.12,0,0,1.39,232.33,150.93,45.66,6.46,213.94,68.71,18.68,0,0,10.09,22.92,189.21,0,0,273080.94,0,0,1407.15,151.62,153.94,-0.31,21.55,8.83,0.77,34.02,65.95,0.71,4.48,14.9
2025-06-01 05:24:00,639795.75,227.65,227.39,36.37,121.71,0,0,1064.7,899.12,1109.56,1055.64,1084.04,1144.57,1082.86,1102.31,1129.1,41.19,99.58,294.12,0,0,1.39,232.37,151.05,45.66,6.44,217.49,68.71,18.65,0,0,10.27,22.9,189.37,0,0,273080.94,0,0,1356.18,151.73,153.94,-0.3,21.55,8.87,0.5,35.79,67.53,0.31,4.58,14.35
2025-06-01 05:30:00,639795.75,347.61,347.24,35.97,109.06,0,1,1064.7,899.21,1102.91,1055.44,1080.52,1135.92,1078,1108.47,1119.3,41.06,99.62,294.12,0,0,1.39,231.85,150.63,45.57,6.45,207.78,68.78,18.62,0,0,10.15,23.48,189.64,0,0,273080.94,0,0,1335.56,151.74,153.75,-0.35,21.56,8.88,0.94,28.55,55.66,4.01,4.22,14.35
2025-06-01 05:32:00,639795.75,4.97,4.92,36.12,115.67,0,1,1064.41,898.93,1097.98,1055.54,1079.34,1134.15,1077.41,1111.32,1118.13,41.45,99.61,294.12,0,0,1.39,231.73,150.43,45.86,6.44,198.6,68.78,18.62,0,0,10.5,23.7,189.63,0,0,273084.12,0,0,1332.5,151.7,153.56,-0.31,21.52,8.98,0.75,30.29,52.86,0.68,4.02,14.37
2025-06-01 05:34:00,639795.75,346.03,345.31,36.12,117.52,0,1,1064.41,899.03,1097.98,1055.9,1079.24,1133.34,1076.45,1096.33,1117.34,42.7,99.52,294.12,0,0,1.39,231.48,150.22,45.77,6.46,190.74,68.65,18.65,0,0,10.52,23.78,189.59,0,0,273084.12,0,0,1394.93,151.59,153.56,-0.34,21.25,9.22,0.44,27.88,53.97,0.26,4.26,14.48
2025-06-01 05:36:00,639795.75,454.95,454.49,36.3,120.44,0,1,1061.7,897.65,1090.16,1055.44,1071.97,1128,1071.87,1084.14,1111.32,41.06,99.61,294.12,0,0,1.38,231.2,149.89,45.67,6.48,175,68.56,18.65,0,0,10.41,23.56,189.42,0,0,273084.12,0,0,1316.32,151.45,153.56,-0.29,21.18,9.05,1,33.22,52.4,0.17,4.39,14.18
2025-06-01 05:38:00,639795.75,123.64,123.04,36.5,120.34,0,1,1058.7,895.78,1084.4,1054.17,1067.52,1122.16,1068.69,1094.98,1106.22,41,99.6,294.12,0,0,1.38,231.04,149.61,45.76,6.51,153.3,68.52,18.69,0,0,10.64,23.59,189.17,0,0,273084.12,0,0,1297.57,151.31,153.56,-0.27,21.12,9.36,1.25,28.49,52.85,0.39,4.25,15.15
2025-06-01 05:40:00,639795.75,261.43,260.51,36.68,112.76,0,1,1057.72,894.66,1089.17,1052.8,1067.38,1121.53,1066.89,1099.93,1106.18,42.94,99.58,294.12,0,0,1.38,231.09,149.43,45.7,6.48,175.99,68.45,18.63,0,0,10.78,23.7,188.83,0,0,273084.12,0,0,1419.93,151.19,153.56,-0.32,21.13,9.36,0.77,28.65,50.59,0.65,4.05,14.15
2025-06-01 05:42:00,639795.75,550.73,549.5,36.72,117.12,0,1,1056.65,894.19,1094.05,1051.63,1067.38,1123.43,1065.16,1099.93,1107.28,42.89,99.65,294.12,0,0,1.38,231.41,149.47,45.42,6.52,171.17,68.4,18.62,0,0,10.94,23.14,188.62,0,0,273084.12,0,0,1400.76,151.14,153.71,-0.31,21.15,9.19,0.77,32.28,54.32,1.39,4.22,14.8
2025-06-01 05:44:00,639795.75,166.69,165.91,36.76,114.82,0,1,1054.43,893.16,1096.49,1050.46,1066.8,1121.93,1066.6,1106.68,1106.28,44.58,99.62,294.12,0,0,1.38,232.08,149.87,45.87,6.49,187.06,68.45,18.69,0,0,10.7,23.89,188.49,0,0,273084.12,0,0,1484.51,151.23,153.94,-0.34,21.38,8.99,0.44,38.62,56.3,7.57,4.63,14.18
2025-06-01 05:46:00,639795.75,215.72,215.2,36.7,120.6,0,1,1054.82,892.7,1101.98,1050.2,1068.07,1124.1,1066.21,1105.52,1111.19,43.7,99.53,294.12,0,0,1.38,232.76,150.43,45.61,6.49,185.17,68.53,18.59,0,0,10.81,22.96,188.54,0,0,273084.12,0,0,1420.76,151.42,154,-0.34,21.56,8.9,0.75,43.69,55.08,15.67,5.02,15.64
2025-06-01 05:48:00,639795.75,553.2,552.34,36.48,112.37,0,1,1053.75,892.07,1104.23,1049.42,1066.99,1129.17,1065.85,1101.78,1118.6,44.65,99.61,294.12,0,0,1.38,233.4,151.11,45.59,6.47,187.01,68.48,18.53,0,0,10.66,23.29,188.73,0,0,273084.12,0,0,1463.61,151.65,154.31,-0.36,21.61,8.74,0.99,59.86,50.03,29,5.53,14.68
2025-06-01 05:50:00,639795.75,173.59,172.99,36.35,117.22,0,1,1052.54,891.08,1098.67,1049.36,1065.39,1130.67,1066.93,1092.9,1118.63,41.89,99.6,294.12,0,0,1.38,233.68,151.73,45.67,6.43,193.52,68.4,18.66,0,0,10.4,22.99,189,0,0,273087.19,0,0,1349.86,151.96,154.5,-0.3,21.36,9.04,0.69,61.29,52.96,2.05,5.99,13.73
2025-06-01 05:52:00,639795.75,187.88,187.05,36.03,114.84,0,1,1052.15,890.61,1100.52,1049.26,1067.32,1132.07,1070.13,1103.37,1120.4,41.95,99.57,294.12,0,0,1.39,233.5,152.02,45.86,6.43,208.49,68.32,18.54,0,0,10.07,23.18,189.26,0,0,273087.19,0,0,1356.18,152.16,154.41,-0.31,21.14,9.23,0.69,59.37,56.5,0.39,6.3,14.38
2025-06-01 05:58:00,639795.75,321.53,321.19,35.97,118.54,0,1,1051.57,889.05,1096.53,1050.43,1065.98,1131.27,1071.21,1083.84,1117.83,40.31,99.62,294.12,0,0,1.38,231.62,151.05,45.43,6.45,236.04,68.15,17.88,0,0,10.47,23.17,189.68,0,0,273087.19,0,0,1302.99,152.1,153.75,-0.35,21.25,9.05,0.94,48.27,49.49,0.55,5.53,13.55
2025-06-01 06:00:00,639801.12,493.77,493.31,35.93,107.78,0,1,1051.86,888.86,1093.09,1050.49,1065.49,1129.67,1071.77,1087.03,1115.27,40.27,99.63,294.12,0,0,1.38,231.35,150.6,45.46,6.45,237.58,68.15,18.65,0,0,10.9,22.94,189.6,0,0,273087.19,0,0,1270.97,151.96,153.56,-0.31,21.33,8.83,0.75,46.32,49,5.2,4.97,14.32
2025-06-01 06:02:00,639801.12,85.6,85.08,36.17,109.13,0,1,1049.45,887.68,1084.24,1050.43,1063.53,1125.03,1072.26,1087.53,1111.12,41.06,99.51,294.12,0,0,1.37,231.22,150.22,45.3,6.47,237.51,68.19,18.66,0,0,11.01,23.29,189.46,0,0,273087.19,0,0,1315.35,151.78,153.38,-0.35,21.33,8.99,0.88,42.64,48.59,3.96,4.73,13.95
2025-06-01 06:04:00,639801.12,341.72,341.52,36.37,112.03,0,1,1047.63,886.28,1081.97,1049.94,1062.88,1122.96,1070.82,1085.19,1110.76,40.81,99.59,294.12,0,0,1.37,231,149.84,45.49,6.52,237.81,68.11,19.56,0,0,11.26,22.84,189.25,0,0,273087.19,0,0,1321.39,151.59,153.38,-0.29,20.86,9.4,0.75,33.37,51.2,0.76,4.63,14.68
2025-06-01 06:06:00,639805.62,435.34,433.87,36.52,120.33,0,1,1046.27,885.1,1079.83,1049.36,1062.09,1121.4,1069.54,1088.51,1108.97,42.13,99.55,294.12,0,0,1.37,231.01,149.53,45.39,6.51,225.72,68.11,19.51,0,0,11.33,22.92,188.91,0,0,273090.94,0,0,1395.97,151.45,153.38,-0.29,20.85,9.31,0.91,32.11,53.04,0.61,4.52,14.32
2025-06-01 06:08:00,639805.62,75.6,74.68,36.79,117.17,0,1,1044.94,884.26,1083.15,1048.58,1063.63,1122.26,1070.82,1108.01,1110.16,43.02,99.55,294.12,0,0,1.37,231.26,149.47,45.76,6.55,216.97,68.19,18.65,0,0,11.4,23.17,188.65,0,0,273090.94,0,0,1385.14,151.39,153.56,-0.35,20.96,9.25,0.38,30.07,53.84,0.43,4.34,14.5
2025-06-01 06:10:00,639805.62,443.42,442.96,36.92,127.42,0,1,1047.05,884.54,1083.84,1049.26,1066.73,1122.56,1074.68,1105.72,1109.17,44.45,99.54,294.12,0,0,1.37,231.9,149.68,45.19,6.52,230.47,68.32,18.66,0,0,11.53,22.98,188.41,0,0,273090.94,0,0,1483.33,151.47,153.66,-0.31,21.17,8.98,0.43,32.56,54.87,1.08,4.37,14.32
2025-06-01 06:12:00,639805.62,238.11,237.77,37.02,120.62,0,1,1048.15,884.6,1079.41,1049.23,1065.75,1119.76,1075.14,1106.58,1106.88,42.96,99.64,294.12,0,0,1.37,232.59,150.22,45.14,6.56,190.78,68.39,18.62,0,0,11.35,23.44,188.2,0,0,273090.94,0,0,1398.12,151.65,153.94,-0.36,21.39,8.99,0.81,36.75,58.65,0.33,4.65,14.73
2025-06-01 06:14:00,639805.62,284.96,284.15,36.97,121.79,0,1,1049.13,884.23,1083.22,1049.91,1064.67,1118.2,1073.6,1108.93,1106.28,45.31,99.58,294.12,0,0,1.37,233.26,150.94,45.41,6.57,206.3,68.53,19.62,0,0,11.4,23.98,188.11,0,0,273090.94,0,0,1517.85,151.96,154.12,-0.29,21.49,9.14,0.69,39.55,57.45,0.75,5.09,14.4
2025-06-01 06:16:00,639805.62,436.72,435.08,36.97,121.8,0,1,1048.45,884.04,1089.37,1049.81,1063.33,1118.97,1071.18,1108.74,1107.48,43.26,99.57,294.12,0,0,1.38,233.84,151.7,45.44,6.54,163.46,68.65,19.22,0,0,11.01,23.44,188.14,0,0,273090.94,0,0,1425.83,152.32,154.31,-0.32,21.75,8.98,0.81,42.28,56.59,1.16,5.28,14.7
2025-06-01 06:18:00,639805.62,31.34,30.22,36.87,116.91,0,1,1048.54,883.67,1095.01,1049.71,1063.5,1122.83,1069.22,1113.45,1111.69,44.46,99.62,294.12,0,0,1.37,234.39,152.52,45.48,6.55,163.57,68.78,18.65,0,0,10.9,23.62,188.28,0,0,273090.94,0,0,1463.75,152.75,154.5,-0.36,21.87,8.96,0.62,49.04,54.73,8.14,5.76,14.35
2025-06-01 06:20:00,639811.5,461.65,461.71,36.79,112.05,0,1,1048.45,883.29,1097.09,1049.23,1063.69,1125.9,1068.56,1105.69,1115.34,43.07,99.61,294.12,0,0,1.37,234.62,153.07,45.61,6.56,159.86,68.81,19.6,0,0,10.71,24.08,188.43,0,0,273090.94,0,0,1415.07,153.12,154.69,-0.32,21.86,9.06,0.7,48.74,53.08,6.55,6.18,15.25
2025-06-01 06:22:00,639811.5,363.2,362.53,36.72,124.28,0,1,1048.74,883.39,1101.98,1048.64,1064.77,1128.87,1067.29,1117.8,1118.8,43.77,99.61,294.12,0,0,1.37,234.75,153.46,45.6,6.55,160.19,68.85,18.63,0,0,10.82,23.41,188.6,0,0,273090.94,0,0,1449.17,153.5,154.69,-0.3,21.78,9.1,0.44,50.03,59.67,3.75,6.44,15.5
2025-06-01 06:24:00,639817.06,34.33,33.33,36.7,115.23,0,1,1049.03,883.48,1101.58,1048.64,1065.95,1132.04,1068.37,1106.18,1120.96,42.7,99.56,294.12,0,0,1.37,234.87,153.73,45.7,6.51,178.89,68.88,19.69,0,0,10.86,22.84,188.69,0,0,273090.94,0,0,1409.72,153.74,154.69,-0.3,21.95,8.96,1.12,49.09,55,15.1,6.54,15.12
2025-06-01 06:26:00,639817.06,325.7,325.44,36.77,113.51,0,1,1049.42,883.29,1101.48,1048.74,1066.8,1135.08,1069.41,1108.54,1123.03,42.27,99.53,294.12,0,0,1.38,234.75,153.87,45.67,6.53,189.5,68.81,18.62,0,0,10.72,23.17,188.75,0,0,273090.94,0,0,1355.56,153.99,154.69,-0.38,21.71,9.26,0.62,43.29,60.84,1.01,5.97,14.77
