数据时间,改1#垃圾实时重量,改2#垃圾实时重量,DCS系统时间 时,DCS系统时间 分,DCS系统时间 秒,推料器1列1#小车位置,推料器1列2#小车位置,推料器2列1#小车位置,推料器2列2#小车位置,辅助燃烧器运行信号,炉膛上部温度,炉膛中部温度,,炉膛压力,,一次风机频率反馈,一次风机电流反馈,一次风机运行信号,二次风机频率反馈,二次风机电流反馈,二次风机运行信号,引风机频率反馈,引风机电流反馈,引风门开度反馈,引风机运行信号,氢氧化钙喷射量,氢氧化钙称重,氢氧化钙电机运行信号/开关阀信号_1,氢氧化钙电机运行信号/开关阀信号_2,半干法石灰浆浓度,半干法雾化石灰浆流量,半干法生石灰称重,半干法反应塔温度,雾化石灰浆电机运行信号_1,雾化石灰浆电机运行信号_2,SNCR还原剂流量,SNCR炉膛出口温度,SNCR运行信号,1#活性炭重量累计,2#活性炭重量累计,活性炭电机运行信号,布袋除尘进出口压差,布袋除尘器温度,布袋除尘器运行信号,烟气温度,烟气压力,烟气流量,烟气湿度,烟气O2,烟气粉尘,烟气SO2,烟气Nox,烟气CO,烟气HCL
2025-05-23 11:32:00,3.60,0.10,11.00,31.00,59.00,295.00,270.00,272.00,293.00,0.00,998.40,982.91,990.655,-30.07,,27.65,85.13,1.00,1.16,39.03,1.00,29.04,7.93,84.00,1.00,4.89,52287.59,1.00,0.00,1439.07,2.32,43892.89,126.74,1.00,1.00,163.37,982.91,1.00,0.00,42153.55,1.00,991.60,120.90,1.00,119.87,-30.07,37942.24,28.65,9.90,3.97,9.34,55.50,0.07,3.56
2025-05-23 11:34:00,3.60,0.10,11.00,33.00,59.00,295.00,271.00,271.00,293.00,0.00,997.06,975.05,986.055,-44.54,,27.64,85.32,1.00,1.33,39.06,1.00,28.80,7.07,84.00,1.00,4.88,52287.75,1.00,0.00,1439.07,2.29,43892.96,125.94,1.00,1.00,144.87,975.05,1.00,0.00,42153.55,1.00,1004.03,120.25,1.00,119.80,-44.54,39191.90,25.78,9.81,4.02,11.12,34.82,0.04,2.74
2025-05-23 11:36:00,4.10,0.10,11.00,35.00,59.00,557.00,534.00,544.00,564.00,0.00,994.63,965.81,980.22,-44.18,,27.73,85.24,1.00,1.38,41.12,1.00,28.93,7.15,84.01,1.00,4.91,52287.91,1.00,0.00,1437.18,2.08,43893.03,126.72,1.00,1.00,117.67,965.81,1.00,0.00,42153.55,1.00,1004.10,119.90,1.00,119.65,-44.18,38176.50,26.15,10.01,4.15,14.84,62.40,0.04,2.20
2025-05-23 11:38:00,5.70,0.10,11.00,37.00,59.00,557.00,534.00,544.00,564.00,0.00,991.21,961.18,976.195,-48.37,,27.66,85.57,1.00,1.37,41.99,1.00,28.73,7.84,84.00,1.00,4.91,52288.07,1.00,0.00,1439.07,2.08,43893.10,128.35,1.00,1.00,30.13,961.46,1.00,0.00,42153.55,1.00,992.01,119.99,1.00,119.54,-48.37,37908.92,27.26,10.25,3.76,18.09,49.41,0.07,2.85
2025-05-23 11:40:00,4.00,0.10,11.00,39.00,59.00,827.00,808.00,807.00,827.00,0.00,987.47,967.36,977.415,-43.21,,27.65,84.98,1.00,1.27,40.21,1.00,28.57,7.86,84.00,1.00,4.89,52288.24,1.00,0.00,1439.68,2.06,43893.17,129.73,1.00,1.00,151.72,967.36,1.00,0.00,42153.55,1.00,986.25,120.43,1.00,119.75,-43.21,39205.72,24.73,9.84,3.36,23.26,104.00,0.04,2.42
2025-05-23 11:42:00,3.50,0.10,11.00,41.00,59.00,827.00,808.00,807.00,827.00,0.00,984.54,972.51,978.525,-10.14,,27.67,84.98,1.00,1.27,39.11,1.00,28.26,8.03,83.99,1.00,4.89,52288.40,1.00,0.00,1436.39,2.09,43893.24,130.79,1.00,1.00,121.50,972.85,1.00,0.00,42153.55,1.00,992.57,120.96,1.00,119.99,-10.14,38090.19,24.54,9.84,3.43,24.47,124.64,0.04,2.72
2025-05-23 11:44:00,0.10,0.10,11.00,43.00,59.00,1094.00,1077.00,1086.00,1106.00,0.00,982.50,975.24,978.87,-41.34,,27.62,84.73,1.00,1.30,40.85,1.00,28.50,7.01,83.99,1.00,4.90,52288.56,1.00,0.00,1439.21,2.08,43893.31,131.54,1.00,1.00,66.39,975.33,1.00,0.00,42153.55,1.00,1004.93,121.52,1.00,120.10,-41.34,39435.80,23.04,9.81,3.97,39.37,108.18,0.04,3.41
2025-05-23 11:46:00,3.70,0.10,11.00,45.00,59.00,1094.00,1077.00,1086.00,1106.00,0.00,981.70,970.63,976.165,-40.25,,27.69,85.31,1.00,1.29,42.09,1.00,28.45,6.44,84.01,1.00,4.89,52288.73,1.00,0.00,1439.81,2.09,43893.38,132.36,1.00,1.00,40.28,970.63,1.00,0.00,42153.55,1.00,990.00,122.06,1.00,120.57,-40.25,38854.04,24.63,9.73,3.54,45.00,153.32,0.04,4.08
2025-05-23 11:48:00,3.50,0.10,11.00,47.00,59.00,992.00,976.00,841.00,857.00,0.00,982.05,969.36,975.705,-48.81,,27.65,85.05,1.00,1.29,42.63,1.00,28.77,6.44,84.00,1.00,4.91,52288.89,1.00,0.00,1439.21,2.08,43893.45,133.02,1.00,1.00,126.41,986.14,1.00,0.00,42153.55,1.00,1017.71,122.53,1.00,120.78,-48.81,39299.40,23.75,9.72,3.61,60.17,178.33,0.04,3.59
2025-05-23 11:50:00,3.50,0.10,11.00,49.00,59.00,0.00,-25.00,-16.00,9.00,0.00,983.58,962.57,973.075,-31.54,,27.64,84.97,1.00,1.33,41.82,1.00,28.49,6.94,84.00,1.00,4.88,52289.03,1.00,0.00,1435.79,2.06,43893.51,133.68,1.00,1.00,1.85,981.48,1.00,0.00,42153.55,1.00,1016.32,122.95,1.00,121.07,-31.54,38807.56,25.19,9.34,3.59,86.32,146.19,0.06,4.35
2025-05-23 11:52:00,3.40,7.10,11.00,51.00,39.00,0.00,-25.00,-16.00,8.00,0.00,984.79,966.44,975.615,-50.78,,27.62,84.93,1.00,1.36,42.34,1.00,28.89,7.07,83.97,1.00,4.90,52289.20,1.00,0.00,1440.32,2.53,43893.58,134.27,1.00,1.00,2.00,987.48,1.00,0.00,42153.55,1.00,1022.15,123.47,1.00,121.42,-50.78,40356.82,23.81,9.31,3.01,103.81,130.83,0.06,4.99
2025-05-23 11:54:00,3.40,5.10,11.00,53.00,49.00,286.00,266.00,270.00,291.00,0.00,987.06,973.71,980.385,-22.66,,27.76,85.70,1.00,1.29,40.41,1.00,28.74,6.45,83.99,1.00,4.89,52289.38,1.00,0.00,1439.07,2.77,43893.68,134.53,1.00,1.00,126.67,995.93,1.00,0.00,42153.55,1.00,1029.17,123.91,1.00,121.75,-22.66,39261.53,24.20,9.21,3.51,108.76,169.89,0.04,6.45
2025-05-23 11:56:00,3.40,3.70,11.00,55.00,59.00,286.00,266.00,270.00,291.00,0.00,989.35,991.17,990.26,-47.37,,27.65,85.23,1.00,1.39,43.10,1.00,28.68,6.18,84.01,1.00,4.88,52289.54,1.00,0.00,1439.81,2.75,43893.77,133.66,1.00,1.00,110.70,1010.20,1.00,0.00,42170.83,1.00,1009.10,124.12,1.00,122.19,-47.37,39571.11,24.03,9.09,3.67,93.33,133.92,0.06,5.74
2025-05-23 11:58:00,0.10,0.00,11.00,57.00,59.00,293.00,273.00,282.00,303.00,0.00,992.20,997.22,994.71,-35.59,,27.62,85.30,1.00,1.33,42.19,1.00,28.40,6.96,83.97,1.00,4.90,52289.71,1.00,0.00,1439.21,3.06,43893.87,132.39,1.00,1.00,186.39,1014.37,1.00,0.00,42170.83,1.00,1003.82,124.06,1.00,122.19,-35.59,37825.11,25.22,8.86,3.36,112.61,179.58,0.04,6.68
2025-05-23 12:00:00,0.10,0.10,11.00,59.00,59.00,563.00,544.00,545.00,563.00,0.00,994.56,997.28,995.92,-44.34,,27.77,85.02,1.00,2.30,69.27,1.00,28.88,7.53,83.99,1.00,4.90,52289.87,1.00,0.00,1442.50,3.04,43893.96,130.53,1.00,1.00,56.69,1013.71,1.00,0.00,42170.83,1.00,1022.01,123.66,1.00,122.17,-44.34,39253.72,24.61,9.51,3.76,29.73,169.34,0.06,5.38
2025-05-23 12:02:00,3.80,0.00,12.00,1.00,59.00,563.00,544.00,545.00,563.00,0.00,996.93,993.35,995.14,-42.93,,27.66,85.17,1.00,2.25,65.31,1.00,28.68,7.66,83.99,1.00,4.89,52290.04,1.00,0.00,1437.78,3.05,43894.07,128.86,1.00,1.00,67.65,1011.43,1.00,0.00,42170.83,1.00,1005.62,123.06,1.00,122.10,-42.93,38104.57,26.40,9.30,3.72,15.96,129.85,0.06,4.15
2025-05-23 12:04:00,3.70,0.00,12.00,3.00,59.00,825.00,802.00,809.00,827.00,0.00,999.30,998.82,999.06,-43.76,,27.64,84.89,1.00,2.32,41.42,1.00,29.15,7.24,83.99,1.00,4.88,52290.20,1.00,0.00,1440.46,3.05,43894.17,127.28,1.00,1.00,152.69,1013.82,1.00,0.00,42170.83,1.00,1045.62,122.28,1.00,121.77,-43.76,39339.08,25.11,9.10,3.83,14.42,148.15,0.04,4.02
2025-05-23 12:06:00,3.70,0.00,12.00,5.00,59.00,825.00,802.00,809.00,827.00,0.00,1001.73,999.17,1000.45,-44.57,,27.64,84.94,1.00,2.33,37.33,1.00,29.08,7.15,83.99,1.00,4.91,52290.36,1.00,0.00,1438.43,3.03,43894.27,126.21,1.00,1.00,201.48,1015.32,1.00,0.00,42170.83,1.00,1030.69,121.49,1.00,121.40,-44.57,37953.61,26.82,8.86,3.50,14.53,180.44,0.06,2.67
2025-05-23 12:08:00,4.20,0.00,12.00,7.00,59.00,825.00,802.00,809.00,826.00,0.00,1004.49,1002.12,1003.305,-45.02,,27.65,85.47,1.00,2.23,36.94,1.00,29.39,7.24,84.00,1.00,4.90,52290.52,1.00,0.00,1437.18,2.32,43894.37,125.31,1.00,1.00,36.93,1019.91,1.00,0.00,42170.83,1.00,1059.72,120.79,1.00,120.99,-45.02,39882.62,25.89,8.63,3.67,14.94,165.69,0.06,2.58
2025-05-23 12:10:00,3.50,0.00,12.00,9.00,59.00,1110.00,1078.00,1078.00,1095.00,0.00,1007.66,1001.79,1004.725,-37.12,,27.65,85.59,1.00,2.29,44.46,1.00,29.08,7.18,83.99,1.00,4.88,52290.69,1.00,0.00,1439.21,2.32,43894.45,125.26,1.00,1.00,13.91,1020.93,1.00,0.00,42170.83,1.00,1039.10,120.19,1.00,120.67,-37.12,38905.82,26.18,8.21,3.58,28.78,184.04,0.04,2.46
2025-05-23 12:12:00,6.10,0.00,12.00,11.00,59.00,1110.00,1078.00,1078.00,1095.00,0.00,1011.10,1004.26,1007.68,-29.71,,27.71,85.49,1.00,2.25,62.52,1.00,29.30,7.95,83.99,1.00,4.90,52290.85,1.00,0.00,1441.25,2.32,43894.52,126.35,1.00,1.00,234.15,1023.42,1.00,0.00,42170.83,1.00,1085.28,119.95,1.00,120.22,-29.71,39551.11,25.04,8.84,3.46,31.56,182.31,0.04,2.47
2025-05-23 12:14:00,7.10,0.00,12.00,13.00,59.00,995.00,951.00,824.00,838.00,0.00,1014.22,1006.44,1010.33,-32.52,,27.72,85.00,1.00,2.17,67.09,1.00,28.98,6.44,84.00,1.00,4.89,52291.01,1.00,0.00,1441.85,2.31,43894.60,127.78,1.00,1.00,298.31,1025.19,1.00,0.00,42170.83,1.00,1047.08,120.13,1.00,120.29,-32.52,38770.92,25.45,8.45,3.58,58.14,181.43,0.04,2.97
2025-05-23 12:16:00,6.00,0.00,12.00,15.00,59.00,1.00,-25.00,-11.00,11.00,0.00,1016.56,1005.03,1010.795,-51.06,,27.65,85.21,1.00,2.35,33.83,1.00,29.30,7.24,84.00,1.00,4.89,52291.15,1.00,0.00,1437.18,2.53,43894.66,128.84,1.00,1.00,178.11,1022.20,1.00,0.00,42170.83,1.00,1075.90,120.46,1.00,120.45,-51.06,39253.55,24.97,8.98,4.10,72.38,171.92,0.06,3.15
2025-05-23 12:18:00,3.70,0.00,12.00,17.00,39.00,1.00,-25.00,-12.00,12.00,0.00,1018.30,1003.14,1010.72,-38.38,,27.67,84.51,1.00,2.25,34.20,1.00,29.10,7.77,83.99,1.00,4.92,52291.32,1.00,0.00,1438.56,2.54,43894.75,129.92,1.00,1.00,263.39,1023.01,1.00,0.00,42170.83,1.00,1062.57,121.04,1.00,120.55,-38.38,38527.99,25.89,8.73,4.30,103.80,156.91,0.04,4.29
2025-05-23 12:20:00,3.10,0.00,12.00,19.00,49.00,296.00,267.00,268.00,289.00,0.00,1020.04,997.98,1009.01,-53.13,,27.64,85.56,1.00,2.41,46.48,1.00,29.46,7.24,84.01,1.00,4.90,52291.50,1.00,0.00,1440.60,2.54,43894.85,130.06,1.00,1.00,203.28,1024.49,1.00,0.00,42170.83,1.00,1061.67,121.49,1.00,120.88,-53.13,39374.53,24.64,9.23,3.89,65.21,149.15,0.06,4.57
2025-05-23 12:22:00,6.20,0.00,12.00,21.00,59.00,299.00,268.00,268.00,289.00,0.00,1020.56,991.53,1006.045,-51.53,,27.68,85.32,1.00,2.28,35.53,1.00,29.04,7.14,83.99,1.00,4.92,52291.66,1.00,0.00,1437.96,2.65,43894.93,130.27,1.00,1.00,129.57,1021.66,1.00,0.00,42170.83,1.00,1066.94,121.79,1.00,120.97,-51.53,37509.94,27.19,9.29,3.60,59.40,169.62,0.07,4.83
2025-05-23 12:24:00,2.00,0.10,12.00,23.00,59.00,299.00,268.00,268.00,289.00,0.00,1020.30,988.97,1004.635,-54.25,,27.78,85.10,1.00,2.30,68.67,1.00,29.23,6.74,84.00,1.00,4.90,52291.83,1.00,0.00,1443.15,2.62,43895.02,129.97,1.00,1.00,5.26,1020.38,1.00,0.00,42170.83,1.00,1055.28,122.00,1.00,121.09,-54.25,39656.61,24.67,9.31,3.92,58.50,144.63,0.04,4.19
2025-05-23 12:26:00,2.10,7.30,12.00,25.00,59.00,570.00,537.00,535.00,553.00,0.00,1019.94,988.40,1004.17,-41.00,,27.77,85.52,1.00,2.22,33.44,1.00,29.17,7.85,84.00,1.00,4.90,52291.99,1.00,0.00,1440.46,2.63,43895.11,129.81,1.00,1.00,264.98,1019.41,1.00,0.00,42170.83,1.00,1069.51,122.08,1.00,121.07,-41.00,38394.61,26.37,9.06,3.63,50.48,169.00,0.04,4.64
2025-05-23 12:28:00,2.20,7.80,12.00,27.00,59.00,570.00,537.00,536.00,553.00,0.00,1019.40,987.73,1003.565,-33.85,,27.64,85.56,1.00,2.26,39.47,1.00,29.45,6.70,83.97,1.00,4.88,52292.16,1.00,0.00,1439.81,2.63,43895.20,129.42,1.00,1.00,155.96,1018.98,1.00,0.00,42170.83,1.00,1094.31,122.06,1.00,121.21,-33.85,39641.03,24.69,9.36,3.67,52.06,145.87,0.04,4.50
2025-05-23 12:30:00,2.20,6.50,12.00,29.00,59.00,570.00,537.00,535.00,553.00,0.00,1018.53,986.51,1002.52,-54.98,,27.66,85.35,1.00,2.40,65.08,1.00,29.04,6.49,84.00,1.00,4.91,52292.32,1.00,0.00,1439.86,2.64,43895.28,129.40,1.00,1.00,183.76,953.11,1.00,0.00,42170.83,1.00,1050.28,122.00,1.00,121.33,-54.98,36838.41,26.76,8.81,3.51,44.91,172.56,0.04,4.19
2025-05-23 12:32:00,2.20,3.60,12.00,31.00,59.00,833.00,796.00,816.00,830.00,0.00,1018.04,982.88,1000.46,-49.28,,27.64,85.89,1.00,2.26,69.35,1.00,29.25,6.55,83.99,1.00,4.89,52292.48,1.00,0.00,1440.00,2.64,43895.37,129.15,1.00,1.00,150.74,950.82,1.00,0.00,42170.83,1.00,1074.24,121.94,1.00,121.21,-49.28,39588.11,24.63,9.29,3.90,44.70,147.95,0.06,4.73
2025-05-23 12:34:00,2.30,7.20,12.00,33.00,59.00,833.00,796.00,816.00,829.00,0.00,1018.14,987.28,1002.71,-39.60,,27.69,85.05,1.00,2.40,64.09,1.00,29.10,7.18,84.00,1.00,4.90,52292.64,1.00,0.00,1441.25,2.61,43895.46,129.07,1.00,1.00,241.44,954.10,1.00,0.00,42170.83,1.00,1075.21,121.87,1.00,121.21,-39.60,38276.16,25.65,8.73,3.34,52.61,169.75,0.06,4.70
2025-05-23 12:36:00,2.30,7.80,12.00,35.00,59.00,1107.00,1069.00,1086.00,1098.00,0.00,1019.17,990.82,1004.995,-36.38,,27.75,85.69,1.00,2.26,48.43,1.00,30.42,8.16,84.00,1.00,4.91,52292.81,1.00,0.00,1435.93,2.90,43895.55,128.93,1.00,1.00,159.89,956.41,1.00,0.00,42170.83,1.00,1157.43,121.83,1.00,121.07,-36.38,40689.57,24.92,8.93,4.00,62.07,167.64,0.04,4.68
2025-05-23 12:38:00,2.30,3.60,12.00,37.00,59.00,1107.00,1069.00,1086.00,1098.00,0.00,1020.36,987.57,1003.965,-55.84,,27.67,85.39,1.00,2.22,37.64,1.00,29.75,6.65,84.00,1.00,4.91,52292.97,1.00,0.00,1441.39,2.90,43895.64,128.86,1.00,1.00,202.31,955.97,1.00,0.00,42170.83,1.00,1101.18,121.77,1.00,121.07,-55.84,38512.15,26.81,8.41,3.81,86.19,176.91,0.06,5.20
2025-05-23 12:40:00,2.30,0.10,12.00,39.00,59.00,1107.00,1069.00,1086.00,1098.00,0.00,1022.04,986.23,1004.135,-50.97,,27.63,85.23,1.00,2.15,53.98,1.00,29.71,6.91,84.01,1.00,4.91,52293.14,1.00,0.00,1437.96,3.02,43895.75,128.16,1.00,1.00,58.93,955.07,1.00,0.00,42170.83,1.00,1112.22,121.67,1.00,121.19,-50.97,39485.29,26.06,8.90,3.59,33.35,173.80,0.06,4.08
2025-05-23 12:42:00,2.30,0.10,12.00,41.00,59.00,158.00,116.00,-4.00,11.00,0.00,1023.84,980.11,1001.975,-33.28,,27.69,85.56,1.00,5.15,37.33,1.00,29.67,7.34,83.99,1.00,4.90,52293.27,1.00,0.00,1439.21,3.01,43895.83,127.40,1.00,1.00,38.02,953.10,1.00,0.00,42170.83,1.00,1110.35,121.44,1.00,121.09,-33.28,39087.49,26.26,8.37,3.61,34.18,159.92,0.06,3.78
2025-05-23 12:44:00,2.30,5.50,12.00,43.00,39.00,0.00,-25.00,-4.00,11.00,0.00,1024.97,970.98,997.975,-43.06,,27.66,85.64,1.00,5.19,37.05,1.00,30.08,6.54,84.00,1.00,4.91,52293.45,1.00,0.00,1440.46,2.48,43895.93,126.40,1.00,1.00,193.06,947.51,1.00,0.00,42170.83,1.00,1132.71,121.04,1.00,120.97,-43.06,41498.01,25.10,9.43,4.52,14.56,151.45,0.04,3.33
2025-05-23 12:46:00,2.30,3.60,12.00,45.00,49.00,0.00,-25.00,-4.00,10.00,0.00,1025.33,970.98,998.155,-40.21,,27.68,85.35,1.00,5.29,36.96,1.00,29.66,8.49,84.00,1.00,4.90,52293.62,1.00,0.00,1439.35,2.52,43896.02,126.30,1.00,1.00,27.80,948.08,1.00,0.00,42170.83,1.00,1098.96,120.62,1.00,120.78,-40.21,39193.02,26.16,9.35,4.01,15.52,149.89,0.04,3.29
2025-05-23 12:48:00,2.40,3.60,12.00,47.00,59.00,291.00,266.00,268.00,279.00,0.00,1025.30,971.30,998.3,-51.79,,27.67,85.68,1.00,5.16,36.59,1.00,29.71,8.07,83.98,1.00,4.89,52293.79,1.00,0.00,1437.31,2.54,43896.11,126.79,1.00,1.00,149.02,947.16,1.00,0.00,42170.83,1.00,1117.36,120.41,1.00,120.53,-51.79,40296.42,23.56,9.69,4.01,31.20,153.34,0.04,3.18
2025-05-23 12:50:00,2.40,0.10,12.00,49.00,59.00,291.00,266.00,268.00,279.00,0.00,1024.97,970.09,997.53,-51.56,,27.69,85.60,1.00,5.25,37.15,1.00,29.50,7.64,83.97,1.00,4.88,52293.95,1.00,0.00,1439.21,2.52,43896.19,127.55,1.00,1.00,19.07,947.08,1.00,0.00,42170.83,1.00,1114.03,120.41,1.00,120.53,-51.56,39540.38,24.99,9.37,3.71,47.80,155.93,0.04,3.48
2025-05-23 12:52:00,2.40,1.70,12.00,51.00,59.00,562.00,536.00,547.00,554.00,0.00,1024.10,969.30,996.7,-50.72,,27.77,85.63,1.00,5.25,78.53,1.00,29.98,7.50,84.01,1.00,4.88,52294.12,1.00,0.00,1438.75,2.52,43896.28,128.04,1.00,1.00,37.17,947.00,1.00,0.00,42170.83,1.00,1126.25,120.56,1.00,120.57,-50.72,39841.89,23.36,10.05,3.74,46.65,156.64,0.07,3.89
2025-05-23 12:54:00,2.40,7.30,12.00,53.00,59.00,562.00,536.00,547.00,554.00,0.00,1022.68,966.54,994.61,-43.29,,27.79,85.66,1.00,5.30,36.65,1.00,29.68,7.34,84.00,1.00,4.89,52294.28,1.00,0.00,1438.56,2.72,43896.36,128.56,1.00,1.00,307.11,944.66,1.00,0.00,42170.83,1.00,1117.78,120.74,1.00,120.55,-43.29,40218.50,24.23,9.49,3.57,73.34,149.87,0.06,4.37
2025-05-23 12:56:00,2.40,3.60,12.00,55.00,59.00,728.00,705.00,721.00,745.00,0.00,1021.49,964.03,992.76,-52.73,,27.67,85.25,1.00,5.17,36.73,1.00,29.83,7.32,83.98,1.00,4.90,52294.44,1.00,0.00,1437.96,2.74,43896.45,128.67,1.00,1.00,43.44,942.92,1.00,0.00,42170.83,1.00,1138.40,120.94,1.00,120.65,-52.73,40505.12,23.70,9.91,3.75,53.20,151.95,0.07,4.35
2025-05-23 12:58:00,2.40,6.50,12.00,57.00,59.00,835.00,811.00,815.00,819.00,0.00,1021.10,959.75,990.425,-22.65,,27.77,85.81,1.00,5.14,36.88,1.00,30.35,7.58,83.99,1.00,4.90,52294.61,1.00,0.00,1440.79,2.74,43896.54,128.49,1.00,1.00,100.48,939.59,1.00,0.00,42170.83,1.00,1154.65,121.02,1.00,120.64,-22.65,40415.76,24.54,9.38,3.78,64.85,154.43,0.06,4.21
2025-05-23 13:00:00,2.40,0.00,12.00,59.00,59.00,835.00,811.00,815.00,819.00,0.00,1020.69,965.36,993.025,-39.90,,27.69,85.92,1.00,5.22,36.62,1.00,29.91,7.11,84.01,1.00,4.92,52294.77,1.00,0.00,1439.35,2.73,43896.64,128.16,1.00,1.00,80.59,942.11,1.00,0.00,42170.83,1.00,1141.53,121.02,1.00,120.76,-39.90,40402.67,23.86,9.28,3.93,52.48,131.21,0.04,3.82
2025-05-23 13:02:00,2.40,0.00,13.00,1.00,59.00,1100.00,1074.00,1090.00,1090.00,0.00,1021.07,968.00,994.535,-36.96,,27.79,85.73,1.00,5.20,36.87,1.00,29.81,7.14,83.99,1.00,4.87,52294.93,1.00,0.00,1436.71,2.73,43896.73,127.90,1.00,1.00,181.43,943.19,1.00,0.00,42170.83,1.00,1148.68,120.94,1.00,120.78,-36.96,40992.14,23.30,9.35,3.97,65.25,145.58,0.04,4.27
2025-05-23 13:04:00,2.40,0.00,13.00,3.00,59.00,1100.00,1074.00,1090.00,1089.00,0.00,1022.52,969.23,995.875,-25.74,,27.65,86.03,1.00,5.29,36.95,1.00,29.79,7.18,83.98,1.00,4.89,52295.09,1.00,0.00,1441.39,2.74,43896.82,127.71,1.00,1.00,153.39,943.34,1.00,0.00,42170.83,1.00,1140.56,120.83,1.00,120.65,-25.74,40753.87,23.34,9.50,3.97,69.33,157.38,0.06,4.02
2025-05-23 13:06:00,2.40,0.00,13.00,5.00,59.00,745.00,717.00,443.00,429.00,0.00,1025.01,974.57,999.79,-25.25,,27.65,85.84,1.00,5.14,36.75,1.00,30.01,6.95,84.01,1.00,4.92,52295.26,1.00,0.00,1438.75,2.73,43896.91,127.61,1.00,1.00,138.39,1001.85,1.00,0.00,42170.83,1.00,1138.54,120.74,1.00,120.53,-25.25,41548.79,22.88,9.38,4.22,70.88,177.87,0.04,4.49
2025-05-23 13:08:00,2.50,0.00,13.00,7.00,59.00,0.00,-25.00,0.00,-5.00,0.00,1028.65,973.59,1001.12,-34.37,,27.66,85.93,1.00,5.22,37.13,1.00,30.05,7.57,84.00,1.00,4.91,52295.39,1.00,0.00,1436.71,3.00,43896.99,127.64,1.00,1.00,147.00,946.55,1.00,0.00,42170.83,1.00,1153.19,120.68,1.00,120.43,-34.37,41019.93,24.43,9.47,3.81,58.00,186.18,0.04,5.24
2025-05-23 13:10:00,2.50,0.00,13.00,9.00,39.00,0.00,-25.00,-1.00,-5.00,0.00,1031.69,982.02,1006.855,-47.96,,27.67,85.60,1.00,5.21,36.84,1.00,30.45,7.64,84.01,1.00,4.89,52295.57,1.00,0.00,1440.60,3.01,43897.10,127.15,1.00,1.00,37.94,1009.53,1.00,0.00,42170.83,1.00,1169.72,120.58,1.00,120.67,-47.96,41134.13,24.04,9.32,4.03,39.04,145.30,0.06,4.53
2025-05-23 13:12:00,2.50,3.60,13.00,11.00,49.00,291.00,266.00,279.00,275.00,0.00,1035.64,997.66,1016.65,-35.19,,27.65,85.37,1.00,5.27,37.02,1.00,30.78,9.16,83.96,1.00,4.89,52295.75,1.00,0.00,1442.04,3.02,43897.21,126.74,1.00,1.00,169.11,1022.16,1.00,0.00,42170.83,1.00,1204.65,120.43,1.00,120.43,-35.19,40039.50,24.59,8.97,4.16,40.17,175.72,0.04,4.19
2025-05-23 13:14:00,3.70,1.20,13.00,13.00,59.00,291.00,266.00,279.00,275.00,0.00,1039.75,1008.72,1024.235,-44.18,,27.67,86.01,1.00,5.20,37.15,1.00,30.26,7.49,83.99,1.00,4.89,52295.91,1.00,0.00,1440.00,3.34,43897.31,126.37,1.00,1.00,436.74,1029.33,1.00,0.00,42170.83,1.00,1154.44,120.23,1.00,120.43,-44.18,40970.37,23.96,8.88,3.87,77.40,203.58,0.04,4.73
2025-05-23 13:16:00,7.00,1.30,13.00,15.00,59.00,562.00,536.00,548.00,541.00,0.00,1043.58,1013.83,1028.705,-24.91,,27.70,85.24,1.00,5.21,36.96,1.00,30.51,8.22,83.98,1.00,4.91,52296.07,1.00,0.00,1438.75,3.30,43897.42,125.88,1.00,1.00,462.07,1033.28,1.00,0.00,42170.83,1.00,1164.58,120.06,1.00,120.31,-24.91,41244.35,25.02,9.17,4.21,23.77,184.88,0.04,4.52
2025-05-23 13:18:00,0.00,1.30,13.00,17.00,59.00,562.00,536.00,548.00,541.00,0.00,1047.41,1022.46,1034.935,-38.12,,27.76,85.48,1.00,10.27,36.58,1.00,30.84,7.84,84.01,1.00,4.90,52296.24,1.00,0.00,1439.35,3.34,43897.54,125.05,1.00,1.00,444.67,1037.66,1.00,0.00,42170.83,1.00,1175.49,119.78,1.00,120.22,-38.12,40735.09,25.46,8.78,4.05,16.08,178.92,0.06,3.50
2025-05-23 13:20:00,3.60,1.30,13.00,19.00,59.00,834.00,805.00,824.00,814.00,0.00,1050.85,1026.46,1038.655,-14.98,,27.72,85.98,1.00,10.24,36.56,1.00,31.87,8.80,83.99,1.00,4.91,52296.40,1.00,0.00,1441.34,2.66,43897.63,124.26,1.00,1.00,348.13,1038.64,1.00,0.00,42170.83,1.00,1273.75,119.40,1.00,119.99,-14.98,43153.22,24.76,9.43,4.50,14.24,165.41,0.04,3.43
2025-05-23 13:22:00,3.80,1.40,13.00,21.00,59.00,834.00,805.00,824.00,814.00,0.00,1053.10,1022.52,1037.81,-42.89,,27.77,85.60,1.00,10.23,36.66,1.00,31.07,8.16,83.99,1.00,4.91,52296.57,1.00,0.00,1440.00,2.65,43897.72,124.79,1.00,1.00,201.91,1035.66,1.00,0.00,42170.83,1.00,1222.36,119.07,1.00,119.89,-42.89,42387.49,23.60,9.28,4.21,40.32,151.30,0.04,3.09
